# dim  N   mc   rho  Brute 
  1    1 100000 1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
5.186291e-01 2.164688e-07 9.253300e-02 8.649300e-01
5.181760e-01 1.968416e-07 7.421100e-02 8.660700e-01
5.180084e-01 2.060631e-07 8.966000e-02 8.671100e-01
5.133127e-01 1.761028e-07 7.946400e-02 8.661300e-01
5.128272e-01 1.643848e-07 7.548300e-02 8.670200e-01
5.153230e-01 1.639007e-07 7.917500e-02 8.660700e-01
5.186659e-01 1.713558e-07 8.707800e-02 8.675200e-01
5.087063e-01 1.458428e-07 8.450200e-02 8.650100e-01
5.101234e-01 1.430643e-07 9.243400e-02 8.668900e-01
5.100393e-01 1.413953e-07 6.251200e-02 8.659900e-01
5.084431e-01 1.261587e-07 8.127600e-02 8.693100e-01
5.061966e-01 1.198428e-07 6.670400e-02 8.693600e-01
5.090630e-01 1.174067e-07 8.704800e-02 8.659700e-01
5.084679e-01 1.129502e-07 9.503100e-02 8.671200e-01
5.104482e-01 1.165349e-07 6.801400e-02 8.671700e-01
5.081006e-01 1.099345e-07 7.904000e-02 8.689600e-01
5.070301e-01 1.024651e-07 7.116300e-02 8.686500e-01
5.082844e-01 1.031754e-07 6.350000e-02 8.680600e-01
5.057377e-01 9.882478e-08 7.066900e-02 8.679700e-01
5.075956e-01 9.959417e-08 6.105500e-02 8.661800e-01
5.082835e-01 1.009636e-07 7.111600e-02 8.670400e-01
5.036451e-01 8.334805e-08 8.304700e-02 8.676300e-01
5.053905e-01 8.651040e-08 6.278700e-02 8.678000e-01
5.074046e-01 9.091058e-08 8.077500e-02 8.674100e-01
5.058808e-01 8.491599e-08 7.343600e-02 8.671900e-01
5.051935e-01 8.515229e-08 8.826400e-02 8.670100e-01
5.059409e-01 8.392160e-08 8.931700e-02 8.678200e-01
5.054362e-01 7.927286e-08 8.922900e-02 8.695400e-01
5.048727e-01 7.884515e-08 7.536200e-02 8.666300e-01
5.044156e-01 7.610139e-08 8.855400e-02 8.697000e-01
5.061669e-01 7.813894e-08 7.770300e-02 8.678900e-01
5.027889e-01 7.091232e-08 8.942400e-02 8.692200e-01
5.027953e-01 7.141085e-08 9.293400e-02 8.693300e-01
5.057495e-01 7.870365e-08 7.779400e-02 8.665800e-01
5.023978e-01 7.068219e-08 6.851900e-02 8.668800e-01
5.045903e-01 7.279072e-08 7.822500e-02 8.672700e-01
5.047267e-01 7.346667e-08 7.720400e-02 8.681200e-01
5.017935e-01 6.957872e-08 8.560800e-02 8.689300e-01
5.043898e-01 7.308649e-08 7.145800e-02 8.686400e-01
5.048250e-01 7.032189e-08 7.434300e-02 8.686200e-01
5.041766e-01 7.199787e-08 7.847900e-02 8.704000e-01
5.045874e-01 7.302628e-08 7.484000e-02 8.692400e-01
5.058166e-01 7.262141e-08 8.066600e-02 8.687000e-01
5.036974e-01 6.805863e-08 7.878500e-02 8.677100e-01
5.023333e-01 6.484878e-08 7.565700e-02 8.677700e-01
5.060520e-01 7.462962e-08 6.439200e-02 8.684100e-01
5.039693e-01 6.681502e-08 9.140200e-02 8.681400e-01
5.030566e-01 6.424767e-08 7.824700e-02 8.654700e-01
5.052116e-01 6.714924e-08 7.278400e-02 8.659200e-01
5.027845e-01 6.418950e-08 7.489300e-02 8.679600e-01
5.037720e-01 6.495194e-08 7.168900e-02 8.699800e-01
5.028963e-01 6.343671e-08 9.384200e-02 8.699700e-01
4.995361e-01 5.745726e-08 7.568300e-02 8.703300e-01
5.025641e-01 6.413442e-08 7.068900e-02 8.690900e-01
5.035623e-01 6.499072e-08 8.707900e-02 8.685200e-01
5.028272e-01 6.160819e-08 8.506900e-02 8.685800e-01
5.043917e-01 6.512442e-08 8.951700e-02 8.677200e-01
5.048414e-01 6.646148e-08 7.038700e-02 8.666100e-01
5.040526e-01 6.519925e-08 7.784500e-02 8.682300e-01
5.051052e-01 6.395394e-08 6.826800e-02 8.640400e-01
5.043112e-01 6.521901e-08 9.198600e-02 8.667500e-01
5.040827e-01 6.105690e-08 8.368800e-02 8.685700e-01
5.033992e-01 6.113882e-08 7.592200e-02 8.673300e-01
5.017382e-01 5.736336e-08 7.943100e-02 8.675900e-01
5.039568e-01 6.192890e-08 8.998700e-02 8.682200e-01
5.033398e-01 6.125947e-08 7.945900e-02 8.683300e-01
5.030568e-01 6.028075e-08 9.539900e-02 8.671100e-01
5.019051e-01 5.618328e-08 5.645800e-02 8.682400e-01
5.017940e-01 6.000461e-08 8.570900e-02 8.691400e-01
5.024760e-01 5.647807e-08 9.368400e-02 8.660600e-01
5.038485e-01 6.090513e-08 7.504000e-02 8.652200e-01
5.014947e-01 5.513453e-08 6.933400e-02 8.699400e-01
5.028916e-01 6.094628e-08 8.144200e-02 8.675700e-01
5.026889e-01 5.732302e-08 7.536400e-02 8.670400e-01
5.035265e-01 5.775747e-08 8.379100e-02 8.670200e-01
5.040443e-01 5.887553e-08 7.291900e-02 8.647900e-01
5.035187e-01 5.889328e-08 6.240600e-02 8.652100e-01
5.034170e-01 5.882218e-08 7.583300e-02 8.670100e-01
5.011261e-01 5.570607e-08 8.848800e-02 8.685000e-01
5.025842e-01 5.581767e-08 8.790200e-02 8.686000e-01
5.040122e-01 5.953645e-08 8.915000e-02 8.662500e-01
5.031950e-01 5.996984e-08 8.301000e-02 8.683900e-01
5.036943e-01 5.705485e-08 8.514100e-02 8.669600e-01
5.023329e-01 5.449129e-08 7.510000e-02 8.673800e-01
5.025041e-01 5.289417e-08 7.806600e-02 8.690100e-01
5.015646e-01 5.303113e-08 7.582200e-02 8.674400e-01
5.019275e-01 5.447719e-08 7.440600e-02 8.687100e-01
5.032465e-01 5.463928e-08 8.320300e-02 8.671100e-01
5.030123e-01 5.668315e-08 7.879300e-02 8.674300e-01
5.025144e-01 5.563874e-08 7.283500e-02 8.669500e-01
5.040606e-01 5.587432e-08 9.339200e-02 8.648300e-01
5.026238e-01 5.300141e-08 7.699300e-02 8.658000e-01
5.042267e-01 5.708159e-08 6.948000e-02 8.667800e-01
5.027165e-01 5.169894e-08 6.552000e-02 8.671600e-01
5.016978e-01 5.017450e-08 8.104100e-02 8.677500e-01
5.046280e-01 5.631416e-08 9.178800e-02 8.650100e-01
5.030123e-01 5.322188e-08 9.316200e-02 8.677400e-01
5.031017e-01 5.308458e-08 8.041300e-02 8.667900e-01
5.038860e-01 5.503623e-08 8.974000e-02 8.668800e-01
