# dim  N   mc   dt  Impsamp 
# 1    1 100000 0.1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
5.206063e-01 1.318984e-07 5.399300e-02 9.719300e-01
5.230319e-01 1.285120e-07 5.374300e-02 9.720800e-01
5.246051e-01 1.308351e-07 4.455600e-02 9.706700e-01
5.193714e-01 1.357252e-07 4.357900e-02 9.726900e-01
5.244452e-01 1.260236e-07 4.364900e-02 9.721000e-01
5.234206e-01 1.275989e-07 3.644300e-02 9.723400e-01
5.237146e-01 1.251427e-07 3.020700e-02 9.725400e-01
5.219981e-01 1.274399e-07 3.788900e-02 9.725900e-01
5.229247e-01 1.264019e-07 4.034200e-02 9.725700e-01
5.248186e-01 1.263206e-07 3.438300e-02 9.714700e-01
5.232614e-01 1.298732e-07 3.494800e-02 9.719400e-01
5.197791e-01 1.256383e-07 4.418900e-02 9.714300e-01
5.209360e-01 1.234799e-07 3.495200e-02 9.714200e-01
5.206502e-01 1.192386e-07 3.830500e-02 9.732000e-01
5.217349e-01 1.233116e-07 3.682300e-02 9.715200e-01
5.196555e-01 1.192810e-07 4.250900e-02 9.725700e-01
5.254897e-01 1.230124e-07 4.414200e-02 9.708700e-01
5.186499e-01 1.184016e-07 4.457200e-02 9.712500e-01
5.207063e-01 1.205642e-07 4.361800e-02 9.725700e-01
5.208848e-01 1.142824e-07 4.203100e-02 9.720400e-01
5.212888e-01 1.138178e-07 4.444400e-02 9.723900e-01
5.222671e-01 1.135322e-07 4.338900e-02 9.717700e-01
5.214266e-01 1.107951e-07 4.253000e-02 9.726700e-01
5.183105e-01 1.162817e-07 4.254600e-02 9.722400e-01
5.194018e-01 1.110139e-07 4.398900e-02 9.715300e-01
5.170935e-01 1.128972e-07 4.187500e-02 9.712600e-01
5.201559e-01 1.108093e-07 4.704100e-02 9.718600e-01
5.199404e-01 1.064884e-07 5.051400e-02 9.717100e-01
5.221231e-01 1.103386e-07 3.642100e-02 9.723700e-01
5.201466e-01 1.092048e-07 3.812200e-02 9.708700e-01
5.173384e-01 1.076925e-07 3.666800e-02 9.717300e-01
5.199348e-01 1.053852e-07 5.461100e-02 9.717600e-01
5.198024e-01 1.060706e-07 4.143100e-02 9.725100e-01
5.184012e-01 1.043922e-07 5.438400e-02 9.720800e-01
5.186554e-01 1.074362e-07 5.020100e-02 9.709900e-01
5.188783e-01 9.727420e-08 5.343300e-02 9.714800e-01
5.173840e-01 1.032286e-07 4.088200e-02 9.726100e-01
5.172759e-01 1.034939e-07 4.963600e-02 9.720900e-01
5.197286e-01 1.001773e-07 4.801600e-02 9.722700e-01
5.176204e-01 1.016925e-07 4.814700e-02 9.718200e-01
5.170285e-01 9.903834e-08 3.706400e-02 9.723500e-01
5.180020e-01 9.559755e-08 4.936600e-02 9.722000e-01
5.183071e-01 9.382653e-08 4.614100e-02 9.712900e-01
5.178642e-01 9.712033e-08 5.052500e-02 9.717800e-01
5.158014e-01 9.596482e-08 4.453600e-02 9.723800e-01
5.155712e-01 9.460773e-08 4.210400e-02 9.716200e-01
5.175030e-01 9.652729e-08 3.717600e-02 9.720400e-01
5.171837e-01 9.139357e-08 4.259300e-02 9.716000e-01
5.150024e-01 9.423065e-08 3.396500e-02 9.724800e-01
5.170742e-01 9.295189e-08 4.985400e-02 9.724300e-01
5.154883e-01 9.383360e-08 4.025700e-02 9.715900e-01
5.153942e-01 9.268938e-08 3.874800e-02 9.711300e-01
5.144077e-01 9.176917e-08 4.793100e-02 9.723300e-01
5.170511e-01 8.927997e-08 3.712800e-02 9.724600e-01
5.166342e-01 9.039290e-08 4.315900e-02 9.719700e-01
5.168429e-01 9.233516e-08 4.233800e-02 9.718100e-01
5.144083e-01 9.074319e-08 4.579200e-02 9.711700e-01
5.146618e-01 8.849632e-08 4.690600e-02 9.726000e-01
5.180259e-01 9.008413e-08 4.155100e-02 9.726200e-01
5.153217e-01 8.747365e-08 4.136600e-02 9.726300e-01
5.127759e-01 8.732434e-08 5.248900e-02 9.716900e-01
5.165872e-01 8.729201e-08 4.083800e-02 9.707300e-01
5.167350e-01 8.440803e-08 4.567100e-02 9.730300e-01
5.137169e-01 8.435758e-08 4.890300e-02 9.721400e-01
5.155205e-01 8.657417e-08 4.213400e-02 9.716400e-01
5.179576e-01 8.315532e-08 4.202700e-02 9.714800e-01
5.142003e-01 8.387462e-08 4.122500e-02 9.720700e-01
5.167932e-01 8.107364e-08 4.338300e-02 9.719500e-01
5.131453e-01 8.238598e-08 4.028000e-02 9.718500e-01
5.162208e-01 7.998137e-08 4.116200e-02 9.717900e-01
5.148421e-01 8.022982e-08 4.332000e-02 9.721100e-01
5.163846e-01 8.078696e-08 4.753800e-02 9.715500e-01
5.117382e-01 7.808887e-08 4.269800e-02 9.726400e-01
5.137255e-01 7.944556e-08 4.107500e-02 9.723400e-01
5.150354e-01 7.630101e-08 3.678500e-02 9.717900e-01
5.142111e-01 7.797914e-08 4.732000e-02 9.716700e-01
5.135932e-01 7.670633e-08 4.214300e-02 9.727000e-01
5.149310e-01 7.541014e-08 3.979600e-02 9.713200e-01
5.132058e-01 7.656016e-08 4.629700e-02 9.718300e-01
5.143337e-01 7.511709e-08 3.944100e-02 9.728000e-01
5.131183e-01 7.555347e-08 4.538300e-02 9.724800e-01
5.138431e-01 7.320010e-08 4.649900e-02 9.717800e-01
5.131830e-01 7.271023e-08 4.605700e-02 9.719500e-01
5.127197e-01 7.415279e-08 5.160300e-02 9.719100e-01
5.141032e-01 7.438493e-08 4.728600e-02 9.723300e-01
5.121120e-01 7.176098e-08 3.817500e-02 9.708000e-01
5.137408e-01 7.195244e-08 4.730600e-02 9.722500e-01
5.129836e-01 7.041745e-08 4.117100e-02 9.714600e-01
5.119980e-01 6.710926e-08 4.344100e-02 9.720300e-01
5.103290e-01 6.818719e-08 4.971400e-02 9.723200e-01
5.126332e-01 6.902852e-08 4.747200e-02 9.733700e-01
5.122096e-01 6.722276e-08 4.771500e-02 9.727900e-01
5.110503e-01 6.890226e-08 4.971900e-02 9.722900e-01
5.110261e-01 6.878464e-08 5.162400e-02 9.720300e-01
5.138058e-01 6.760999e-08 5.328500e-02 9.717300e-01
5.116184e-01 6.845709e-08 5.106700e-02 9.718500e-01
5.092009e-01 6.485492e-08 4.457700e-02 9.718500e-01
5.128495e-01 6.624329e-08 3.815600e-02 9.717300e-01
5.119431e-01 6.450517e-08 4.270400e-02 9.716900e-01
5.115740e-01 6.526305e-08 4.251800e-02 9.721300e-01
5.122251e-01 6.505894e-08 3.624100e-02 9.721300e-01
5.105524e-01 6.299271e-08 4.488900e-02 9.717000e-01
5.113283e-01 6.369401e-08 4.318400e-02 9.725000e-01
5.124016e-01 6.207271e-08 4.989200e-02 9.721500e-01
5.125130e-01 6.281093e-08 4.327300e-02 9.717800e-01
5.096384e-01 6.291806e-08 3.760500e-02 9.721200e-01
5.097814e-01 6.104783e-08 4.071000e-02 9.719900e-01
5.084533e-01 6.178261e-08 4.533700e-02 9.726300e-01
5.108997e-01 6.206590e-08 4.820600e-02 9.720000e-01
5.107525e-01 6.135570e-08 4.561100e-02 9.724500e-01
5.106038e-01 5.886815e-08 5.127100e-02 9.722600e-01
5.115126e-01 5.888474e-08 5.433600e-02 9.717000e-01
5.099345e-01 5.781139e-08 4.571100e-02 9.713700e-01
5.091599e-01 5.850026e-08 3.739300e-02 9.716400e-01
5.097173e-01 5.914250e-08 3.807300e-02 9.729400e-01
5.102226e-01 5.689735e-08 3.331400e-02 9.728500e-01
5.087578e-01 5.678568e-08 3.742500e-02 9.720300e-01
5.102728e-01 5.781259e-08 5.388700e-02 9.722400e-01
5.098463e-01 5.558327e-08 5.394600e-02 9.723100e-01
5.091830e-01 5.701021e-08 5.462200e-02 9.719100e-01
5.101668e-01 5.682934e-08 4.633800e-02 9.724400e-01
5.070389e-01 5.425179e-08 5.470400e-02 9.722400e-01
5.106783e-01 5.567734e-08 4.845300e-02 9.720300e-01
5.106955e-01 5.610551e-08 5.023300e-02 9.718400e-01
5.104020e-01 5.308907e-08 3.363200e-02 9.722800e-01
5.103631e-01 5.373567e-08 4.469900e-02 9.727100e-01
5.083496e-01 5.276165e-08 4.505800e-02 9.717700e-01
5.093119e-01 5.093321e-08 3.473000e-02 9.727400e-01
5.097981e-01 5.153909e-08 3.309300e-02 9.725700e-01
5.086738e-01 5.292539e-08 5.034000e-02 9.714300e-01
5.074891e-01 5.147477e-08 3.018000e-02 9.718400e-01
5.103451e-01 5.063330e-08 4.481900e-02 9.713400e-01
5.082972e-01 5.067927e-08 5.188900e-02 9.721600e-01
5.075714e-01 5.148896e-08 4.074500e-02 9.731100e-01
5.087609e-01 5.135087e-08 3.331500e-02 9.731100e-01
5.084674e-01 4.860280e-08 5.350000e-02 9.716000e-01
5.093341e-01 4.785784e-08 5.344500e-02 9.728200e-01
5.083611e-01 4.799523e-08 4.367700e-02 9.721700e-01
5.087303e-01 4.897272e-08 4.853300e-02 9.731200e-01
5.091221e-01 4.786485e-08 4.749200e-02 9.721600e-01
5.094564e-01 4.643942e-08 3.534800e-02 9.727300e-01
5.082755e-01 4.982758e-08 3.018600e-02 9.702900e-01
5.064578e-01 4.601206e-08 3.019900e-02 9.717400e-01
5.080360e-01 4.684292e-08 4.405400e-02 9.712800e-01
5.089277e-01 4.615497e-08 5.112100e-02 9.729000e-01
5.072204e-01 4.620749e-08 4.055500e-02 9.721900e-01
5.079666e-01 4.557364e-08 4.298300e-02 9.717300e-01
5.080106e-01 4.670259e-08 3.022500e-02 9.724600e-01
5.074015e-01 4.430692e-08 4.942900e-02 9.727600e-01
5.092917e-01 4.419745e-08 5.413100e-02 9.720900e-01
5.092793e-01 4.647740e-08 4.897800e-02 9.720800e-01
5.070030e-01 4.377606e-08 5.415100e-02 9.724400e-01
5.080004e-01 4.432344e-08 4.972200e-02 9.721900e-01
5.071709e-01 4.368588e-08 4.480600e-02 9.722400e-01
5.078603e-01 4.508964e-08 4.671400e-02 9.717700e-01
5.078861e-01 4.334154e-08 4.072700e-02 9.718900e-01
5.071038e-01 4.368327e-08 4.201900e-02 9.714700e-01
5.082118e-01 4.189136e-08 4.490300e-02 9.714700e-01
5.068024e-01 4.273328e-08 4.114000e-02 9.724000e-01
5.078196e-01 4.154254e-08 4.725600e-02 9.717200e-01
5.062191e-01 4.154718e-08 4.232600e-02 9.706100e-01
5.063757e-01 4.133684e-08 4.112600e-02 9.724300e-01
5.063489e-01 4.033417e-08 4.368700e-02 9.719800e-01
5.073899e-01 4.044570e-08 4.005400e-02 9.723100e-01
5.086901e-01 4.105141e-08 4.162600e-02 9.721100e-01
