# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.255586e+00 5.465465e-05 8.675840e-01 8.605456e-01
3.264905e+00 4.816927e-05 8.958320e-01 8.621043e-01
3.258939e+00 5.152984e-05 8.664460e-01 8.614317e-01
3.244664e+00 4.737747e-05 8.687880e-01 8.609477e-01
3.246192e+00 4.912780e-05 8.586440e-01 8.616155e-01
3.241650e+00 5.671003e-05 8.753460e-01 8.606637e-01
3.247545e+00 6.841277e-05 8.510380e-01 8.616651e-01
3.235338e+00 4.789160e-05 8.633070e-01 8.605199e-01
3.223695e+00 4.681861e-05 8.706140e-01 8.606237e-01
3.234536e+00 4.647652e-05 8.663060e-01 8.614231e-01
3.217777e+00 4.592185e-05 8.752330e-01 8.599292e-01
3.241192e+00 5.075163e-05 8.765530e-01 8.616479e-01
3.226224e+00 5.087809e-05 8.664350e-01 8.603827e-01
3.231268e+00 4.734923e-05 8.833070e-01 8.614307e-01
3.237093e+00 4.810618e-05 8.707870e-01 8.612735e-01
3.229615e+00 4.812377e-05 8.844760e-01 8.608619e-01
3.223593e+00 4.537217e-05 8.899770e-01 8.611192e-01
3.224222e+00 4.670124e-05 8.750210e-01 8.618595e-01
3.237571e+00 4.793587e-05 8.625740e-01 8.616155e-01
3.232292e+00 4.568205e-05 8.740030e-01 8.607857e-01
3.222742e+00 4.452338e-05 8.786170e-01 8.618414e-01
3.227063e+00 4.649090e-05 8.751750e-01 8.609543e-01
3.223790e+00 4.673259e-05 8.844270e-01 8.609029e-01
3.221151e+00 4.580934e-05 8.638080e-01 8.617213e-01
3.227394e+00 4.506011e-05 8.722750e-01 8.612564e-01
3.229046e+00 4.779689e-05 8.561020e-01 8.615879e-01
3.221234e+00 4.831208e-05 8.743480e-01 8.610782e-01
3.217255e+00 4.991899e-05 8.631510e-01 8.608895e-01
3.244378e+00 4.692418e-05 8.889540e-01 8.617394e-01
3.222876e+00 4.871342e-05 8.666710e-01 8.614336e-01
3.221269e+00 4.618146e-05 8.651630e-01 8.616546e-01
3.223416e+00 4.537196e-05 8.900340e-01 8.617699e-01
3.231996e+00 4.971194e-05 8.707290e-01 8.609934e-01
3.226940e+00 6.185225e-05 8.917930e-01 8.615660e-01
3.223352e+00 4.630969e-05 8.759760e-01 8.617003e-01
3.227125e+00 4.597278e-05 8.570760e-01 8.616794e-01
3.231009e+00 7.239726e-05 8.576340e-01 8.619585e-01
3.231703e+00 4.732688e-05 8.632580e-01 8.619585e-01
3.221448e+00 5.100520e-05 8.759250e-01 8.611268e-01
3.215306e+00 4.402412e-05 8.879430e-01 8.615832e-01
3.227410e+00 4.593195e-05 8.763750e-01 8.618442e-01
3.224391e+00 4.424920e-05 8.732140e-01 8.615736e-01
3.219847e+00 4.838270e-05 8.656120e-01 8.607819e-01
3.222726e+00 4.495612e-05 8.774130e-01 8.618947e-01
3.208546e+00 4.367617e-05 9.082500e-01 8.616213e-01
3.225523e+00 4.847168e-05 8.611400e-01 8.614602e-01
3.224041e+00 4.498735e-05 8.683340e-01 8.615012e-01
3.224452e+00 4.597798e-05 8.673470e-01 8.621205e-01
