# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.262280e+00 4.821367e-05 1.083155e+00 8.613993e-01
3.258676e+00 4.622375e-05 1.031867e+00 8.613135e-01
3.268557e+00 4.972983e-05 9.025630e-01 8.614431e-01
3.253911e+00 4.710031e-05 8.699950e-01 8.606418e-01
3.253122e+00 5.047719e-05 8.789970e-01 8.603493e-01
3.253934e+00 4.772113e-05 8.770190e-01 8.606733e-01
3.251973e+00 4.738267e-05 8.780110e-01 8.608667e-01
3.263041e+00 5.527346e-05 8.903660e-01 8.611458e-01
3.258617e+00 4.925198e-05 8.858010e-01 8.610544e-01
3.261401e+00 5.287746e-05 8.620550e-01 8.617518e-01
3.264639e+00 5.174069e-05 8.967670e-01 8.619986e-01
3.270535e+00 5.051020e-05 8.780330e-01 8.607085e-01
3.274796e+00 5.009350e-05 8.577380e-01 8.615860e-01
3.246211e+00 4.663442e-05 8.659050e-01 8.610953e-01
3.267604e+00 4.880401e-05 8.656410e-01 8.611592e-01
3.252574e+00 4.843600e-05 8.542240e-01 8.610934e-01
3.259455e+00 4.956339e-05 8.835160e-01 8.605675e-01
3.256862e+00 4.743234e-05 8.883060e-01 8.614479e-01
3.275630e+00 6.689592e-05 8.692470e-01 8.617994e-01
3.260158e+00 4.851820e-05 8.716650e-01 8.609620e-01
3.255596e+00 4.793021e-05 8.854320e-01 8.610325e-01
3.249762e+00 4.779797e-05 8.700820e-01 8.610277e-01
3.239536e+00 5.410779e-05 8.820050e-01 8.608676e-01
3.260061e+00 5.786071e-05 8.706030e-01 8.609610e-01
3.257482e+00 5.452602e-05 8.763850e-01 8.605532e-01
3.242380e+00 5.589063e-05 8.769620e-01 8.607962e-01
3.237948e+00 5.015866e-05 8.828890e-01 8.609677e-01
3.237536e+00 4.602814e-05 8.891660e-01 8.608914e-01
3.254627e+00 4.756065e-05 8.768410e-01 8.606409e-01
3.241635e+00 4.789133e-05 8.757410e-01 8.604637e-01
3.250062e+00 4.744388e-05 8.578290e-01 8.609162e-01
3.236724e+00 5.194523e-05 8.706110e-01 8.612097e-01
3.237104e+00 4.711198e-05 8.711860e-01 8.610163e-01
3.239093e+00 4.924880e-05 8.675530e-01 8.613659e-01
3.245651e+00 4.681280e-05 8.800500e-01 8.610629e-01
3.253447e+00 4.990687e-05 8.598520e-01 8.604837e-01
3.258343e+00 5.003285e-05 8.691300e-01 8.614412e-01
3.249042e+00 4.756495e-05 8.774130e-01 8.621196e-01
3.248061e+00 4.901967e-05 8.620810e-01 8.606914e-01
3.245556e+00 4.733294e-05 8.731930e-01 8.612830e-01
3.254254e+00 5.162930e-05 8.649980e-01 8.611573e-01
3.246060e+00 5.288635e-05 8.718890e-01 8.609972e-01
3.241854e+00 4.724757e-05 8.593920e-01 8.608676e-01
3.247570e+00 4.840693e-05 8.722340e-01 8.612992e-01
3.248096e+00 4.739318e-05 8.680310e-01 8.605103e-01
3.244835e+00 4.757180e-05 8.733200e-01 8.616022e-01
3.237653e+00 5.750790e-05 8.552040e-01 8.615841e-01
3.227943e+00 4.596701e-05 8.521310e-01 8.613602e-01
3.254551e+00 4.918189e-05 8.642420e-01 8.610382e-01
3.242250e+00 4.778850e-05 8.661630e-01 8.608619e-01
3.237573e+00 4.870341e-05 9.008600e-01 8.609886e-01
3.236689e+00 4.692666e-05 8.765620e-01 8.609810e-01
3.246496e+00 4.790716e-05 8.697700e-01 8.607304e-01
3.240593e+00 4.629815e-05 8.631620e-01 8.613964e-01
3.245766e+00 5.373041e-05 8.548720e-01 8.606656e-01
3.238280e+00 4.701452e-05 8.759820e-01 8.605027e-01
3.228838e+00 4.849177e-05 8.710820e-01 8.608619e-01
3.240193e+00 5.031822e-05 8.625810e-01 8.611001e-01
3.243459e+00 5.153735e-05 8.643170e-01 8.608228e-01
3.253912e+00 5.489513e-05 8.506880e-01 8.610363e-01
3.241137e+00 4.752494e-05 8.651060e-01 8.618280e-01
3.232947e+00 4.699550e-05 8.521840e-01 8.608733e-01
3.231779e+00 4.658038e-05 8.788000e-01 8.606399e-01
3.242632e+00 4.680431e-05 8.861000e-01 8.612154e-01
3.231229e+00 4.614130e-05 8.820550e-01 8.613126e-01
3.231306e+00 4.738966e-05 8.865030e-01 8.609315e-01
3.238335e+00 4.718144e-05 8.739740e-01 8.605542e-01
3.246871e+00 4.708420e-05 8.810950e-01 8.613049e-01
3.239976e+00 4.789911e-05 8.685900e-01 8.614269e-01
3.241204e+00 4.850090e-05 8.979110e-01 8.611668e-01
3.237799e+00 4.710797e-05 8.681960e-01 8.606904e-01
3.230247e+00 5.037832e-05 9.061520e-01 8.610467e-01
3.231860e+00 4.784946e-05 8.710850e-01 8.611344e-01
3.241918e+00 4.782488e-05 8.775400e-01 8.609048e-01
3.237218e+00 4.896404e-05 8.640380e-01 8.611239e-01
3.240468e+00 4.768180e-05 8.780650e-01 8.607847e-01
3.232028e+00 4.629725e-05 8.772620e-01 8.612821e-01
3.236430e+00 5.609563e-05 8.592290e-01 8.612849e-01
3.271575e+00 7.375923e-04 8.626430e-01 8.607009e-01
3.245481e+00 2.226365e-04 8.810690e-01 8.613859e-01
3.234254e+00 4.965111e-05 8.694670e-01 8.609286e-01
3.239396e+00 4.937066e-05 8.845260e-01 8.613745e-01
3.238489e+00 4.886025e-05 8.618340e-01 8.619252e-01
3.237195e+00 4.682729e-05 8.568760e-01 8.612078e-01
3.235269e+00 4.832560e-05 8.505450e-01 8.610344e-01
3.230249e+00 4.645014e-05 8.501780e-01 8.610077e-01
3.229485e+00 4.927871e-05 8.675720e-01 8.609124e-01
3.245528e+00 5.190912e-05 8.712370e-01 8.610429e-01
3.231317e+00 4.700146e-05 8.700900e-01 8.614078e-01
3.258074e+00 5.706752e-05 8.760690e-01 8.610972e-01
3.238125e+00 4.731838e-05 8.768980e-01 8.608028e-01
3.239501e+00 4.620119e-05 8.786370e-01 8.610725e-01
3.241246e+00 4.750478e-05 8.677220e-01 8.607685e-01
3.235667e+00 5.272527e-05 8.578280e-01 8.608305e-01
3.241846e+00 4.770640e-05 8.975410e-01 8.615346e-01
3.228356e+00 4.867519e-05 8.631330e-01 8.605856e-01
3.231690e+00 4.654061e-05 8.689510e-01 8.610934e-01
3.232335e+00 4.630278e-05 8.875840e-01 8.615469e-01
3.233223e+00 4.729806e-05 8.557700e-01 8.613707e-01
3.218699e+00 5.143413e-05 8.693410e-01 8.608714e-01
3.232265e+00 4.608388e-05 8.763550e-01 8.607447e-01
3.242025e+00 4.931965e-05 8.835880e-01 8.612525e-01
3.242968e+00 5.262187e-05 8.589770e-01 8.613507e-01
3.230276e+00 5.337876e-05 8.592690e-01 8.611096e-01
3.229157e+00 4.655862e-05 8.689120e-01 8.618118e-01
3.236064e+00 5.259631e-05 8.664820e-01 8.609591e-01
3.234122e+00 6.456879e-05 8.617130e-01 8.612935e-01
3.232959e+00 4.942597e-05 8.503990e-01 8.601311e-01
3.235180e+00 5.002081e-05 8.603080e-01 8.609019e-01
3.229624e+00 4.594757e-05 8.733630e-01 8.602579e-01
3.232783e+00 4.667180e-05 8.622290e-01 8.611192e-01
3.236991e+00 4.721737e-05 8.590000e-01 8.612144e-01
3.244020e+00 4.815820e-05 8.582650e-01 8.609534e-01
3.226711e+00 4.750822e-05 8.623990e-01 8.605504e-01
3.232429e+00 4.684398e-05 8.681410e-01 8.612411e-01
3.230516e+00 4.665261e-05 8.774050e-01 8.612697e-01
3.225348e+00 4.641509e-05 8.820220e-01 8.607657e-01
3.234770e+00 4.962294e-05 8.569730e-01 8.617861e-01
3.243237e+00 6.226325e-05 8.627670e-01 8.614326e-01
