# dim  N   mc   rho  Brute 
# 1    1 100000 1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
5.519047e-01 1.131637e-06 4.249800e-02 8.602500e-01
5.440763e-01 8.438189e-07 4.182000e-02 8.604100e-01
5.370631e-01 6.744307e-07 4.183200e-02 8.599500e-01
5.214204e-01 4.935883e-07 4.174700e-02 8.605100e-01
5.165221e-01 3.583652e-07 4.196200e-02 8.607500e-01
5.158198e-01 2.717474e-07 4.172200e-02 8.604500e-01
5.046697e-01 2.166311e-07 4.182100e-02 8.600100e-01
5.056073e-01 1.643949e-07 4.185900e-02 8.606000e-01
5.063796e-01 1.330983e-07 4.187600e-02 8.623100e-01
5.039409e-01 9.505280e-08 4.150900e-02 8.618700e-01
5.063158e-01 8.309844e-08 4.221200e-02 8.615200e-01
5.017096e-01 5.807640e-08 4.178100e-02 8.619200e-01
5.014351e-01 4.595185e-08 4.149000e-02 8.603500e-01
5.017003e-01 3.658545e-08 4.213200e-02 8.593700e-01
5.005386e-01 2.747575e-08 4.194500e-02 8.584800e-01
5.020592e-01 2.083848e-08 4.181800e-02 8.590100e-01
5.008250e-01 1.567843e-08 4.164200e-02 8.628300e-01
5.014837e-01 1.219977e-08 4.183000e-02 8.597600e-01
5.009807e-01 1.002500e-08 4.172700e-02 8.594100e-01
5.002211e-01 7.565773e-09 4.169900e-02 8.594100e-01
5.003602e-01 5.532499e-09 4.229500e-02 8.610100e-01
5.000541e-01 4.707076e-09 4.232800e-02 8.605600e-01
5.009856e-01 3.273232e-09 4.203900e-02 8.600200e-01
5.000723e-01 2.701305e-09 4.192400e-02 8.589000e-01
5.002116e-01 1.996432e-09 4.184000e-02 8.595900e-01
5.002270e-01 1.526623e-09 4.159200e-02 8.602800e-01
5.000854e-01 1.285289e-09 4.155100e-02 8.596800e-01
5.000637e-01 1.002319e-09 4.173900e-02 8.572100e-01
5.000098e-01 7.836389e-10 4.167200e-02 8.604100e-01
5.001553e-01 6.230269e-10 4.153900e-02 8.616900e-01
