# dim  N   mc   dt  Impsamp 
# 1    1 1049576 0.01
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
5.308471e-01 7.393904e-09 7.732530e-01 9.972389e-01
5.268484e-01 7.002123e-09 7.274930e-01 9.972951e-01
5.298409e-01 7.211408e-09 7.280890e-01 9.972398e-01
5.276951e-01 7.001153e-09 6.705300e-01 9.972770e-01
5.291213e-01 6.978816e-09 7.330640e-01 9.973132e-01
5.283686e-01 6.811268e-09 9.690980e-01 9.973494e-01
5.264453e-01 6.740459e-09 9.182480e-01 9.973180e-01
5.270668e-01 6.696325e-09 7.545510e-01 9.973180e-01
5.286185e-01 6.502927e-09 7.498890e-01 9.972475e-01
5.263467e-01 6.415395e-09 7.976410e-01 9.974466e-01
5.250437e-01 6.458050e-09 7.901460e-01 9.973370e-01
5.260849e-01 6.041105e-09 7.540300e-01 9.973113e-01
5.250602e-01 6.287036e-09 7.650930e-01 9.974047e-01
5.257236e-01 6.125699e-09 7.187880e-01 9.973932e-01
5.243227e-01 6.211983e-09 7.333650e-01 9.972875e-01
5.242070e-01 5.995788e-09 7.146870e-01 9.973789e-01
5.242034e-01 5.791500e-09 7.320730e-01 9.973380e-01
5.235047e-01 5.640480e-09 7.273710e-01 9.973142e-01
5.235945e-01 5.734804e-09 7.560080e-01 9.972465e-01
5.235863e-01 5.628873e-09 7.167070e-01 9.973275e-01
5.187648e-01 5.633590e-09 7.060300e-01 9.973294e-01
5.223648e-01 5.448529e-09 7.412050e-01 9.973227e-01
5.229191e-01 5.250987e-09 7.607390e-01 9.972598e-01
5.212650e-01 5.301695e-09 9.326850e-01 9.973599e-01
5.230063e-01 5.304473e-09 9.270610e-01 9.971855e-01
5.215058e-01 5.217252e-09 9.494260e-01 9.973570e-01
5.206349e-01 5.121890e-09 9.487270e-01 9.973408e-01
5.215824e-01 5.072293e-09 8.009050e-01 9.973208e-01
5.202325e-01 4.918224e-09 7.888940e-01 9.974399e-01
5.222392e-01 4.973789e-09 7.694620e-01 9.973199e-01
5.215394e-01 4.843835e-09 7.373550e-01 9.973284e-01
5.202126e-01 4.819630e-09 7.333300e-01 9.973284e-01
5.193453e-01 4.731408e-09 7.812460e-01 9.973132e-01
5.191181e-01 4.660683e-09 7.903670e-01 9.973399e-01
5.177594e-01 4.616804e-09 7.756460e-01 9.972799e-01
5.183383e-01 4.457462e-09 7.896330e-01 9.973427e-01
5.204604e-01 4.452636e-09 7.810650e-01 9.972598e-01
5.189308e-01 4.457578e-09 7.765550e-01 9.973323e-01
5.182607e-01 4.342377e-09 7.396620e-01 9.972941e-01
5.171281e-01 4.227434e-09 6.928130e-01 9.972608e-01
5.171770e-01 4.252673e-09 7.708300e-01 9.973561e-01
5.157978e-01 4.153569e-09 7.154750e-01 9.972408e-01
5.177555e-01 4.081232e-09 7.136000e-01 9.973408e-01
5.164448e-01 4.004750e-09 6.840070e-01 9.972741e-01
5.151070e-01 3.996682e-09 7.073340e-01 9.972913e-01
5.160800e-01 3.950703e-09 7.931870e-01 9.973122e-01
5.150889e-01 3.867317e-09 7.383770e-01 9.973132e-01
5.160127e-01 3.843966e-09 7.075240e-01 9.972722e-01
5.155119e-01 3.773363e-09 7.096970e-01 9.972884e-01
5.152137e-01 3.684047e-09 6.930350e-01 9.973980e-01
5.148499e-01 3.696711e-09 6.933420e-01 9.973589e-01
5.154293e-01 3.566499e-09 6.832120e-01 9.973818e-01
5.146271e-01 3.657109e-09 6.987760e-01 9.972741e-01
5.152241e-01 3.520680e-09 7.149710e-01 9.973666e-01
5.128779e-01 3.595820e-09 7.411320e-01 9.972999e-01
5.131460e-01 3.413118e-09 7.503910e-01 9.973142e-01
5.149290e-01 3.396364e-09 7.452980e-01 9.972951e-01
5.128841e-01 3.300011e-09 7.262530e-01 9.972598e-01
5.141349e-01 3.244389e-09 8.014890e-01 9.973056e-01
5.138002e-01 3.262699e-09 7.833900e-01 9.973265e-01
5.133234e-01 3.225786e-09 8.937840e-01 9.972465e-01
5.131798e-01 3.176928e-09 9.738410e-01 9.973161e-01
5.120889e-01 3.093832e-09 8.117060e-01 9.973456e-01
5.120468e-01 3.118065e-09 7.606200e-01 9.974161e-01
5.125760e-01 3.087513e-09 7.701810e-01 9.972379e-01
5.115343e-01 2.893873e-09 7.733880e-01 9.973132e-01
5.112069e-01 2.924249e-09 7.422880e-01 9.973046e-01
5.116354e-01 2.909719e-09 7.808140e-01 9.973465e-01
5.124074e-01 2.828961e-09 7.604970e-01 9.973018e-01
5.114327e-01 2.838618e-09 7.628930e-01 9.973437e-01
5.110659e-01 2.854724e-09 7.469460e-01 9.973294e-01
5.115040e-01 2.766477e-09 8.081620e-01 9.972827e-01
5.106106e-01 2.676731e-09 7.418500e-01 9.974066e-01
5.104225e-01 2.701242e-09 7.508330e-01 9.973332e-01
5.102966e-01 2.566271e-09 7.437130e-01 9.973094e-01
5.101503e-01 2.630507e-09 7.905910e-01 9.973589e-01
5.100862e-01 2.649477e-09 8.266820e-01 9.972684e-01
5.108399e-01 2.526244e-09 7.371150e-01 9.972656e-01
5.104905e-01 2.538214e-09 7.464590e-01 9.972932e-01
5.102675e-01 2.475709e-09 6.948510e-01 9.971817e-01
5.092743e-01 2.443871e-09 7.852850e-01 9.973132e-01
5.094097e-01 2.455611e-09 6.908150e-01 9.973666e-01
5.092285e-01 2.412764e-09 6.836320e-01 9.972827e-01
5.104813e-01 2.357280e-09 7.273460e-01 9.972941e-01
5.075639e-01 2.370178e-09 7.148760e-01 9.973446e-01
5.082101e-01 2.300259e-09 9.083120e-01 9.973342e-01
5.081062e-01 2.219277e-09 9.678420e-01 9.972713e-01
5.087166e-01 2.216878e-09 8.429890e-01 9.973132e-01
5.077681e-01 2.220074e-09 7.586770e-01 9.972970e-01
5.075560e-01 2.139666e-09 7.685880e-01 9.973408e-01
5.083400e-01 2.146082e-09 7.641640e-01 9.972694e-01
5.067570e-01 2.037131e-09 7.528180e-01 9.972589e-01
5.083079e-01 2.062122e-09 7.559930e-01 9.973799e-01
5.081137e-01 2.053492e-09 7.538810e-01 9.973637e-01
5.079938e-01 2.012634e-09 7.766450e-01 9.973208e-01
5.069292e-01 1.994913e-09 7.600270e-01 9.972637e-01
5.070003e-01 2.004330e-09 7.566040e-01 9.973685e-01
5.066047e-01 1.923143e-09 7.683810e-01 9.972522e-01
5.048801e-01 1.936669e-09 7.795070e-01 9.972779e-01
5.056360e-01 1.876911e-09 7.638540e-01 9.972884e-01
5.061624e-01 1.894922e-09 7.910770e-01 9.973094e-01
5.057110e-01 1.798882e-09 7.919510e-01 9.972818e-01
5.063791e-01 1.826565e-09 7.466220e-01 9.973713e-01
5.060212e-01 1.775107e-09 7.877330e-01 9.973361e-01
5.057160e-01 1.746653e-09 7.355780e-01 9.972951e-01
5.051808e-01 1.744938e-09 7.784960e-01 9.973065e-01
5.054888e-01 1.742913e-09 7.583340e-01 9.972694e-01
5.052047e-01 1.685920e-09 7.424440e-01 9.973808e-01
5.057007e-01 1.668729e-09 7.640940e-01 9.972818e-01
5.059487e-01 1.617203e-09 8.055870e-01 9.971941e-01
5.061119e-01 1.613431e-09 7.964940e-01 9.973465e-01
5.051179e-01 1.627131e-09 7.934260e-01 9.972837e-01
5.051740e-01 1.554170e-09 7.729550e-01 9.972989e-01
5.054793e-01 1.539513e-09 7.490660e-01 9.972722e-01
5.050327e-01 1.536199e-09 7.375440e-01 9.972618e-01
5.047661e-01 1.514387e-09 6.943750e-01 9.972989e-01
5.045325e-01 1.504046e-09 7.705240e-01 9.973599e-01
5.043985e-01 1.482241e-09 7.266110e-01 9.973580e-01
5.039813e-01 1.444657e-09 7.591020e-01 9.974256e-01
5.044742e-01 1.445013e-09 7.548180e-01 9.973151e-01
5.044233e-01 1.408274e-09 7.122340e-01 9.973894e-01
5.048451e-01 1.399933e-09 7.084310e-01 9.974504e-01
5.047285e-01 1.382968e-09 7.429350e-01 9.972027e-01
5.035976e-01 1.369331e-09 7.279500e-01 9.973256e-01
5.041419e-01 1.334278e-09 7.676890e-01 9.972379e-01
5.038047e-01 1.322651e-09 7.545410e-01 9.973465e-01
5.039200e-01 1.329339e-09 7.198800e-01 9.973523e-01
5.038997e-01 1.268911e-09 7.277190e-01 9.972941e-01
5.039428e-01 1.290393e-09 7.525190e-01 9.973084e-01
5.028840e-01 1.235172e-09 7.135170e-01 9.972741e-01
5.035462e-01 1.247187e-09 7.449080e-01 9.973580e-01
5.028133e-01 1.235566e-09 6.859440e-01 9.973094e-01
5.029712e-01 1.197809e-09 6.946690e-01 9.973418e-01
5.034471e-01 1.184218e-09 7.919300e-01 9.972722e-01
5.028147e-01 1.174375e-09 7.223540e-01 9.972722e-01
5.022199e-01 1.131596e-09 7.472370e-01 9.973361e-01
5.025128e-01 1.169197e-09 7.400090e-01 9.972370e-01
