# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.279850e+00 5.046950e-05 2.095477e+00 8.649769e-01
3.251449e+00 4.903556e-05 2.176427e+00 8.648283e-01
3.234923e+00 4.605617e-05 2.111666e+00 8.642023e-01
3.219464e+00 5.019490e-05 2.162389e+00 8.647711e-01
3.221219e+00 4.710174e-05 2.057117e+00 8.642795e-01
3.212763e+00 5.000278e-05 2.167675e+00 8.646492e-01
3.225920e+00 4.841437e-05 2.099075e+00 8.644786e-01
3.212013e+00 4.818200e-05 2.099369e+00 8.642118e-01
3.208709e+00 4.491820e-05 2.082748e+00 8.647035e-01
3.207232e+00 4.711004e-05 2.051704e+00 8.647654e-01
3.215477e+00 5.241955e-05 2.079275e+00 8.651227e-01
3.201131e+00 4.781824e-05 2.088589e+00 8.646415e-01
3.206225e+00 4.518857e-05 2.099880e+00 8.656210e-01
3.202254e+00 4.598165e-05 2.095857e+00 8.655762e-01
3.201261e+00 4.533981e-05 2.065762e+00 8.652580e-01
3.208301e+00 4.799062e-05 2.034334e+00 8.652237e-01
3.205021e+00 4.659672e-05 2.086890e+00 8.653647e-01
3.204967e+00 4.961720e-05 2.073247e+00 8.656705e-01
3.210963e+00 4.673537e-05 2.108443e+00 8.662117e-01
3.188784e+00 4.610351e-05 2.107956e+00 8.655009e-01
3.197062e+00 4.600869e-05 2.026204e+00 8.653999e-01
3.187878e+00 4.423342e-05 2.054698e+00 8.657105e-01
3.196617e+00 4.651480e-05 2.092585e+00 8.653799e-01
3.203408e+00 5.706544e-05 2.086998e+00 8.653885e-01
3.184605e+00 4.587254e-05 2.100453e+00 8.659211e-01
3.186861e+00 4.490669e-05 2.060414e+00 8.659325e-01
3.190941e+00 4.838246e-05 2.080630e+00 8.658820e-01
3.185046e+00 5.135110e-05 2.099261e+00 8.660812e-01
3.186896e+00 4.547213e-05 2.075408e+00 8.656076e-01
3.182053e+00 4.394676e-05 2.058600e+00 8.663708e-01
3.177154e+00 4.570946e-05 1.942366e+00 8.660316e-01
3.187424e+00 4.480473e-05 1.963777e+00 8.663889e-01
3.173754e+00 4.475228e-05 1.961369e+00 8.663012e-01
3.167179e+00 4.513325e-05 1.948121e+00 8.667319e-01
3.175130e+00 4.473148e-05 1.947314e+00 8.663146e-01
3.165157e+00 4.326146e-05 1.938153e+00 8.659268e-01
3.181637e+00 4.482414e-05 1.962872e+00 8.666719e-01
3.174569e+00 4.666531e-05 1.973733e+00 8.669396e-01
3.173209e+00 4.472723e-05 1.935150e+00 8.669482e-01
3.170073e+00 4.532459e-05 1.962594e+00 8.672645e-01
3.173275e+00 4.474986e-05 1.941533e+00 8.670682e-01
3.167053e+00 4.599283e-05 1.960232e+00 8.665137e-01
3.171127e+00 4.465716e-05 1.967712e+00 8.678419e-01
3.165883e+00 4.477772e-05 1.964743e+00 8.667005e-01
3.157866e+00 4.836138e-05 1.957902e+00 8.673645e-01
3.167096e+00 4.548732e-05 1.943991e+00 8.675637e-01
3.162940e+00 4.302616e-05 1.980341e+00 8.676142e-01
3.156087e+00 4.310192e-05 1.951002e+00 8.673598e-01
3.159043e+00 4.338489e-05 1.964016e+00 8.682735e-01
3.162175e+00 4.644495e-05 1.957018e+00 8.683707e-01
3.150813e+00 4.521894e-05 1.956748e+00 8.667367e-01
3.165778e+00 5.377599e-05 1.960900e+00 8.691691e-01
3.164028e+00 4.427140e-05 1.949880e+00 8.684964e-01
3.151041e+00 4.281254e-05 1.949481e+00 8.680029e-01
3.152216e+00 4.388446e-05 1.935450e+00 8.686603e-01
3.156243e+00 4.469969e-05 1.942731e+00 8.686927e-01
3.138396e+00 4.160427e-05 1.987583e+00 8.684593e-01
3.154304e+00 5.721558e-05 1.941727e+00 8.685250e-01
3.156549e+00 4.650323e-05 1.943462e+00 8.688432e-01
3.144556e+00 4.164639e-05 1.956055e+00 8.684869e-01
3.142145e+00 4.264382e-05 1.937299e+00 8.692310e-01
3.137574e+00 4.264280e-05 1.922575e+00 8.690042e-01
3.144976e+00 4.238825e-05 1.961558e+00 8.690081e-01
3.141727e+00 4.323424e-05 1.961400e+00 8.695121e-01
3.147783e+00 4.268225e-05 1.981881e+00 8.695035e-01
3.151143e+00 4.391990e-05 1.928464e+00 8.700046e-01
3.135900e+00 4.610796e-05 1.956169e+00 8.694368e-01
3.132918e+00 4.225481e-05 1.957002e+00 8.694378e-01
3.138342e+00 4.264667e-05 1.944232e+00 8.704086e-01
3.132411e+00 4.277231e-05 1.942800e+00 8.695588e-01
3.138959e+00 4.219233e-05 1.963569e+00 8.693854e-01
3.132106e+00 4.200742e-05 1.950016e+00 8.704048e-01
3.133169e+00 4.184086e-05 1.960795e+00 8.705068e-01
3.140615e+00 4.386277e-05 1.957718e+00 8.695988e-01
3.140411e+00 4.301047e-05 1.962843e+00 8.704096e-01
3.133300e+00 4.831435e-05 1.924744e+00 8.700256e-01
3.137801e+00 4.317827e-05 1.949804e+00 8.711537e-01
3.123755e+00 4.217857e-05 1.951849e+00 8.706268e-01
3.135879e+00 4.465940e-05 1.943838e+00 8.706449e-01
3.126572e+00 4.235211e-05 1.961427e+00 8.704677e-01
3.123219e+00 4.404131e-05 1.944671e+00 8.717444e-01
3.131870e+00 4.185702e-05 1.947157e+00 8.713299e-01
3.123660e+00 4.193991e-05 1.947478e+00 8.713166e-01
3.122079e+00 6.838760e-05 1.970502e+00 8.710689e-01
3.117489e+00 4.166645e-05 1.966596e+00 8.711413e-01
3.132465e+00 4.514439e-05 1.958331e+00 8.720045e-01
3.117750e+00 4.094054e-05 1.948780e+00 8.715853e-01
3.122377e+00 4.177998e-05 1.953228e+00 8.715986e-01
3.123647e+00 4.513740e-05 1.961351e+00 8.727305e-01
3.121399e+00 4.453201e-05 1.940893e+00 8.717463e-01
3.116516e+00 4.470403e-05 1.950587e+00 8.718073e-01
3.124046e+00 4.451729e-05 1.968756e+00 8.719102e-01
3.113165e+00 4.123388e-05 1.937812e+00 8.722093e-01
3.113560e+00 4.156604e-05 1.932657e+00 8.720455e-01
3.117471e+00 4.068548e-05 1.959208e+00 8.721970e-01
3.124206e+00 4.506049e-05 1.938398e+00 8.721026e-01
3.113596e+00 4.400521e-05 1.973900e+00 8.724685e-01
3.106875e+00 4.084932e-05 2.100446e+00 8.730021e-01
3.107806e+00 4.038366e-05 1.991250e+00 8.726476e-01
3.104243e+00 4.044308e-05 1.958081e+00 8.718921e-01
3.103979e+00 4.063742e-05 1.952711e+00 8.726867e-01
3.116017e+00 4.187839e-05 1.955990e+00 8.722484e-01
3.117555e+00 4.774649e-05 1.954438e+00 8.727858e-01
3.111422e+00 4.079440e-05 1.970429e+00 8.724094e-01
3.102240e+00 4.042639e-05 1.923128e+00 8.732078e-01
3.115506e+00 1.283608e-04 1.947455e+00 8.733441e-01
3.105127e+00 4.051198e-05 1.969551e+00 8.730983e-01
3.102749e+00 4.006957e-05 1.937970e+00 8.733489e-01
3.110514e+00 4.310114e-05 1.961051e+00 8.735023e-01
3.096568e+00 4.327798e-05 1.941319e+00 8.729887e-01
3.099208e+00 4.019588e-05 1.924293e+00 8.735127e-01
3.111207e+00 4.205572e-05 1.962783e+00 8.737128e-01
3.105530e+00 4.492632e-05 1.949649e+00 8.737833e-01
3.111045e+00 4.442512e-05 1.949777e+00 8.726295e-01
3.105402e+00 4.210855e-05 1.959027e+00 8.736166e-01
3.107700e+00 4.615309e-05 1.951178e+00 8.737443e-01
3.102958e+00 4.030521e-05 1.933883e+00 8.735318e-01
3.107167e+00 4.142004e-05 1.945046e+00 8.736842e-01
3.109538e+00 4.329093e-05 1.982991e+00 8.740777e-01
3.093507e+00 3.982921e-05 1.961911e+00 8.733965e-01
3.108228e+00 4.896088e-05 1.937922e+00 8.747475e-01
3.096125e+00 4.017754e-05 1.942936e+00 8.737881e-01
3.099715e+00 4.141167e-05 1.951308e+00 8.735794e-01
3.099258e+00 5.426171e-05 1.947195e+00 8.742121e-01
3.101041e+00 4.222894e-05 1.959137e+00 8.747361e-01
3.102387e+00 4.007751e-05 1.952598e+00 8.741263e-01
3.102058e+00 4.172795e-05 1.937914e+00 8.734737e-01
3.093097e+00 4.117518e-05 1.976725e+00 8.748809e-01
3.102833e+00 4.129253e-05 1.929274e+00 8.744855e-01
3.096989e+00 4.052964e-05 1.956243e+00 8.735737e-01
3.100756e+00 4.078922e-05 1.955185e+00 8.739834e-01
3.095996e+00 3.963831e-05 1.967619e+00 8.738319e-01
3.095434e+00 3.915960e-05 1.950273e+00 8.746970e-01
3.099660e+00 4.176184e-05 1.947390e+00 8.748752e-01
3.098848e+00 4.813194e-05 1.951392e+00 8.744369e-01
3.096248e+00 3.970241e-05 1.950813e+00 8.743073e-01
3.092671e+00 4.009438e-05 1.926008e+00 8.751248e-01
3.095039e+00 4.088616e-05 1.955809e+00 8.747304e-01
3.096758e+00 4.129052e-05 1.946622e+00 8.738834e-01
3.096866e+00 4.075027e-05 1.936406e+00 8.740968e-01
3.099184e+00 3.981417e-05 1.975859e+00 8.747599e-01
3.092514e+00 4.006291e-05 1.944994e+00 8.743540e-01
3.093652e+00 4.020637e-05 1.947684e+00 8.748390e-01
3.097906e+00 4.060772e-05 1.946854e+00 8.744160e-01
3.090466e+00 4.040277e-05 1.964681e+00 8.740920e-01
3.091513e+00 4.179709e-05 1.941345e+00 8.753830e-01
3.085164e+00 3.981234e-05 1.949913e+00 8.750133e-01
3.086800e+00 4.026193e-05 1.970910e+00 8.743293e-01
