# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.348728e+00 7.315223e-05 9.252400e-01 8.617594e-01
3.311376e+00 5.412001e-05 9.228180e-01 8.613469e-01
3.285789e+00 4.837219e-05 9.157180e-01 8.609486e-01
3.277343e+00 1.024590e-04 9.294190e-01 8.610534e-01
3.258993e+00 4.938601e-05 8.946110e-01 8.613821e-01
3.263321e+00 5.008768e-05 9.162230e-01 8.606085e-01
3.257306e+00 5.422886e-05 9.129960e-01 8.606361e-01
3.248618e+00 5.338329e-05 8.973900e-01 8.617375e-01
3.258195e+00 4.980293e-05 9.104430e-01 8.611030e-01
3.243855e+00 4.984856e-05 8.945090e-01 8.607085e-01
3.243723e+00 5.033292e-05 9.203340e-01 8.610496e-01
3.245811e+00 5.068082e-05 9.170900e-01 8.611496e-01
3.232656e+00 4.837614e-05 9.393260e-01 8.608657e-01
3.243884e+00 5.082191e-05 9.088900e-01 8.610944e-01
3.246577e+00 4.869038e-05 9.229960e-01 8.606332e-01
3.234846e+00 6.649098e-05 8.965810e-01 8.607552e-01
3.235185e+00 4.603248e-05 8.966670e-01 8.611382e-01
3.236162e+00 4.778247e-05 9.101130e-01 8.609982e-01
3.240768e+00 4.773294e-05 9.131420e-01 8.612106e-01
3.232659e+00 4.832482e-05 8.885550e-01 8.613831e-01
3.225213e+00 4.565955e-05 9.252160e-01 8.611087e-01
3.247906e+00 4.810764e-05 9.259750e-01 8.605732e-01
3.230500e+00 4.988378e-05 9.224040e-01 8.607647e-01
3.245965e+00 4.794905e-05 8.764700e-01 8.611792e-01
3.245312e+00 4.913706e-05 9.310630e-01 8.619376e-01
3.235605e+00 4.830481e-05 9.416590e-01 8.606675e-01
3.235932e+00 4.900336e-05 9.018130e-01 8.611630e-01
3.236298e+00 4.595037e-05 9.290280e-01 8.614965e-01
3.221379e+00 4.625111e-05 9.390570e-01 8.608343e-01
3.228102e+00 4.744374e-05 9.078990e-01 8.610648e-01
3.233769e+00 4.658804e-05 9.063980e-01 8.612745e-01
3.227795e+00 4.563654e-05 9.059420e-01 8.619328e-01
3.241205e+00 4.866068e-05 9.292800e-01 8.609496e-01
3.235165e+00 5.216340e-05 9.317380e-01 8.613183e-01
3.227873e+00 4.584354e-05 9.482610e-01 8.618804e-01
3.228822e+00 4.650208e-05 8.932220e-01 8.611849e-01
3.225863e+00 4.749724e-05 8.834960e-01 8.608209e-01
3.221780e+00 4.670249e-05 9.230810e-01 8.609648e-01
3.241256e+00 8.359171e-05 8.966670e-01 8.609248e-01
3.220905e+00 4.742243e-05 9.213880e-01 8.613049e-01
3.232364e+00 5.159930e-05 9.053210e-01 8.616927e-01
3.236371e+00 4.659145e-05 9.166950e-01 8.618261e-01
3.229798e+00 4.614293e-05 9.164570e-01 8.616756e-01
3.226096e+00 4.519526e-05 8.880910e-01 8.615946e-01
3.233610e+00 6.703495e-05 9.337980e-01 8.617385e-01
