# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.279609e+00 4.667046e-05 1.248607e+00 8.617575e-01
3.269693e+00 5.941145e-05 1.214177e+00 8.617747e-01
3.256054e+00 4.837272e-05 1.235733e+00 8.619519e-01
3.237067e+00 4.560556e-05 1.237241e+00 8.608838e-01
3.250102e+00 4.568331e-05 1.202772e+00 8.624378e-01
3.236687e+00 4.594325e-05 1.227022e+00 8.614288e-01
3.239924e+00 4.541989e-05 1.198312e+00 8.619395e-01
3.227042e+00 4.496663e-05 1.219075e+00 8.622329e-01
3.240189e+00 1.068621e-04 1.212102e+00 8.616213e-01
3.226414e+00 4.453870e-05 1.208706e+00 8.611325e-01
3.234321e+00 4.897255e-05 1.212863e+00 8.615146e-01
3.232504e+00 4.484184e-05 1.214662e+00 8.612630e-01
3.220974e+00 4.479993e-05 1.212511e+00 8.617213e-01
3.218689e+00 4.366716e-05 1.220904e+00 8.613907e-01
3.228501e+00 4.477311e-05 1.246939e+00 8.617013e-01
3.231011e+00 4.519925e-05 1.219833e+00 8.616660e-01
3.225413e+00 4.489239e-05 1.225426e+00 8.618004e-01
3.224438e+00 4.734342e-05 1.198366e+00 8.608409e-01
3.218554e+00 4.385583e-05 1.203586e+00 8.620967e-01
3.227320e+00 4.586040e-05 1.220421e+00 8.615917e-01
3.231316e+00 4.736389e-05 1.241438e+00 8.619976e-01
3.218380e+00 4.692587e-05 1.206175e+00 8.610029e-01
3.235201e+00 4.607020e-05 1.227065e+00 8.619385e-01
3.219420e+00 4.391327e-05 1.225779e+00 8.620062e-01
3.221684e+00 4.709920e-05 1.185262e+00 8.613936e-01
3.220857e+00 4.514533e-05 1.246830e+00 8.620986e-01
3.225251e+00 5.592087e-05 1.241846e+00 8.624778e-01
3.226952e+00 4.453645e-05 1.220331e+00 8.613497e-01
3.223842e+00 4.449708e-05 1.229429e+00 8.614783e-01
3.222607e+00 4.554652e-05 1.219945e+00 8.618861e-01
3.223844e+00 4.790458e-05 1.206063e+00 8.614736e-01
3.226843e+00 4.531114e-05 1.215532e+00 8.614831e-01
3.234141e+00 4.534406e-05 1.193134e+00 8.618128e-01
3.214507e+00 4.510742e-05 1.225225e+00 8.616984e-01
3.231848e+00 4.516597e-05 1.207246e+00 8.617737e-01
3.234563e+00 4.531329e-05 1.226037e+00 8.628227e-01
3.216951e+00 4.704557e-05 1.221983e+00 8.613392e-01
3.226557e+00 4.943817e-05 1.205043e+00 8.621662e-01
3.218409e+00 4.445663e-05 1.227254e+00 8.625359e-01
3.225791e+00 4.806975e-05 1.236205e+00 8.624997e-01
