# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.232952e+00 4.842962e-05 6.112640e-01 8.614374e-01
3.242044e+00 4.716235e-05 6.050620e-01 8.611268e-01
3.233736e+00 4.661249e-05 6.165360e-01 8.611658e-01
3.233628e+00 4.709926e-05 6.149760e-01 8.617547e-01
3.236346e+00 4.876661e-05 6.007910e-01 8.615765e-01
3.248815e+00 4.822826e-05 6.067920e-01 8.617680e-01
3.230240e+00 4.860572e-05 6.030030e-01 8.612668e-01
3.236329e+00 5.045230e-05 6.017840e-01 8.616908e-01
3.227151e+00 4.772363e-05 6.186870e-01 8.617356e-01
3.235748e+00 4.704898e-05 6.249630e-01 8.612430e-01
3.228525e+00 4.711494e-05 6.267140e-01 8.613364e-01
3.223235e+00 4.453561e-05 5.949270e-01 8.617375e-01
3.219518e+00 4.846270e-05 6.231510e-01 8.617223e-01
3.224067e+00 4.764577e-05 6.243040e-01 8.619214e-01
3.235238e+00 4.826529e-05 6.039700e-01 8.618566e-01
3.223111e+00 4.594950e-05 5.945550e-01 8.620491e-01
3.227229e+00 4.820265e-05 6.359570e-01 8.617061e-01
3.217160e+00 4.476235e-05 6.143640e-01 8.623692e-01
3.224743e+00 4.721024e-05 5.704050e-01 8.616203e-01
3.229831e+00 4.638500e-05 6.321090e-01 8.617708e-01
3.239650e+00 5.817590e-05 6.215460e-01 8.628722e-01
3.223296e+00 5.325468e-05 6.068010e-01 8.625331e-01
3.233888e+00 4.662741e-05 6.002910e-01 8.622348e-01
3.233531e+00 5.382247e-05 6.187320e-01 8.614631e-01
3.219632e+00 4.674095e-05 6.182690e-01 8.618147e-01
3.225715e+00 4.651597e-05 6.234500e-01 8.613107e-01
3.215747e+00 4.488841e-05 6.210810e-01 8.619242e-01
3.225966e+00 4.995162e-05 5.983320e-01 8.624711e-01
3.217209e+00 4.452490e-05 6.077860e-01 8.623882e-01
3.220206e+00 4.470516e-05 5.837350e-01 8.623739e-01
3.227470e+00 4.627100e-05 6.046450e-01 8.621072e-01
3.222240e+00 4.826800e-05 6.646230e-01 8.617718e-01
3.218496e+00 4.360819e-05 6.148540e-01 8.622291e-01
3.223070e+00 4.488609e-05 5.744030e-01 8.617527e-01
3.226209e+00 4.588000e-05 5.701340e-01 8.620148e-01
3.224888e+00 4.761297e-05 5.709390e-01 8.622472e-01
3.222471e+00 4.481531e-05 5.638610e-01 8.624016e-01
3.230327e+00 6.183059e-05 8.625350e-01 8.622653e-01
3.225994e+00 4.782469e-05 5.821360e-01 8.625959e-01
3.217827e+00 4.576616e-05 5.791030e-01 8.619805e-01
3.219624e+00 4.766562e-05 5.563160e-01 8.628894e-01
3.224114e+00 4.572727e-05 5.495630e-01 8.620643e-01
3.227108e+00 4.581236e-05 5.570050e-01 8.621348e-01
3.229422e+00 5.192360e-05 5.622390e-01 8.622949e-01
3.222301e+00 4.578166e-05 5.978630e-01 8.625912e-01
3.213849e+00 5.056185e-05 5.734440e-01 8.622501e-01
3.223399e+00 4.701179e-05 5.634440e-01 8.618928e-01
3.218566e+00 4.593341e-05 5.740840e-01 8.621348e-01
3.225839e+00 4.472506e-05 5.632890e-01 8.626855e-01
3.223667e+00 4.664909e-05 5.828830e-01 8.622825e-01
3.223355e+00 4.570478e-05 6.617030e-01 8.626779e-01
3.224367e+00 8.325779e-05 6.393220e-01 8.620872e-01
3.213363e+00 4.423393e-05 5.903800e-01 8.626245e-01
3.213867e+00 4.647360e-05 5.993780e-01 8.624559e-01
3.236331e+00 9.377976e-05 5.869330e-01 8.624873e-01
3.212997e+00 4.402654e-05 5.866360e-01 8.622167e-01
3.228938e+00 4.837994e-05 5.901200e-01 8.626731e-01
3.231078e+00 4.941723e-05 6.098250e-01 8.624311e-01
3.221769e+00 4.534398e-05 6.109930e-01 8.627998e-01
3.223470e+00 4.512953e-05 6.098190e-01 8.628332e-01
3.214776e+00 4.596438e-05 5.757550e-01 8.623578e-01
3.208286e+00 4.376150e-05 5.950680e-01 8.623282e-01
3.215062e+00 4.470224e-05 5.872710e-01 8.622863e-01
3.213299e+00 4.589893e-05 5.763640e-01 8.623987e-01
3.224607e+00 4.558509e-05 5.889100e-01 8.617499e-01
3.215155e+00 4.537778e-05 5.893890e-01 8.625483e-01
3.214689e+00 5.050659e-05 6.001910e-01 8.625359e-01
3.219817e+00 4.754863e-05 5.631410e-01 8.626865e-01
3.216526e+00 4.488290e-05 5.661000e-01 8.631619e-01
3.211997e+00 4.554761e-05 5.705890e-01 8.621443e-01
3.215083e+00 4.442015e-05 5.818110e-01 8.625102e-01
3.207412e+00 4.377925e-05 5.861880e-01 8.627998e-01
3.215689e+00 4.777687e-05 6.001000e-01 8.626274e-01
3.214015e+00 4.521328e-05 5.852290e-01 8.631638e-01
3.216856e+00 4.543827e-05 5.977830e-01 8.626398e-01
3.210479e+00 4.555496e-05 5.874090e-01 8.621358e-01
3.222387e+00 4.612208e-05 6.062950e-01 8.629704e-01
3.213774e+00 4.497084e-05 5.865650e-01 8.630409e-01
3.211966e+00 4.621582e-05 6.097120e-01 8.626179e-01
3.206419e+00 4.486636e-05 6.034480e-01 8.622025e-01
3.216480e+00 4.410908e-05 5.987650e-01 8.631495e-01
3.216040e+00 4.412006e-05 5.790180e-01 8.627465e-01
3.221950e+00 4.718483e-05 5.847730e-01 8.631724e-01
3.221156e+00 4.420349e-05 6.000060e-01 8.628008e-01
3.213438e+00 4.509242e-05 5.810410e-01 8.624816e-01
3.209879e+00 4.560385e-05 5.542030e-01 8.637707e-01
3.204780e+00 4.409895e-05 5.846680e-01 8.627608e-01
3.208177e+00 4.659443e-05 5.986740e-01 8.627894e-01
3.215593e+00 4.833828e-05 6.001190e-01 8.628951e-01
3.220697e+00 4.506819e-05 5.982240e-01 8.639813e-01
3.202607e+00 4.465439e-05 5.915750e-01 8.627246e-01
3.208539e+00 5.057322e-05 5.953320e-01 8.630638e-01
3.204642e+00 4.456152e-05 5.709200e-01 8.637145e-01
3.209861e+00 4.494950e-05 5.850030e-01 8.631581e-01
3.221946e+00 6.362380e-05 5.828470e-01 8.628837e-01
3.219368e+00 4.752020e-05 6.052580e-01 8.638422e-01
3.211227e+00 4.580729e-05 6.284550e-01 8.635239e-01
3.203507e+00 5.295397e-05 5.968680e-01 8.627722e-01
3.207574e+00 4.707564e-05 5.920160e-01 8.636297e-01
3.214068e+00 4.507197e-05 6.125600e-01 8.633696e-01
3.197187e+00 4.349955e-05 5.753110e-01 8.631076e-01
3.208982e+00 4.413782e-05 5.669510e-01 8.632352e-01
3.210046e+00 4.601196e-05 5.616900e-01 8.639165e-01
3.210643e+00 4.740137e-05 5.898440e-01 8.631524e-01
3.206415e+00 4.379078e-05 5.804650e-01 8.641147e-01
3.204988e+00 4.635019e-05 5.988990e-01 8.634410e-01
3.208145e+00 4.430416e-05 6.082480e-01 8.632457e-01
3.210242e+00 4.570727e-05 5.991200e-01 8.632838e-01
3.202038e+00 4.475626e-05 5.871540e-01 8.640546e-01
3.213329e+00 4.577915e-05 5.634210e-01 8.640775e-01
3.215837e+00 5.824599e-05 5.401270e-01 8.630590e-01
3.214484e+00 1.209279e-04 5.521280e-01 8.636326e-01
3.210096e+00 4.630176e-05 5.746550e-01 8.633753e-01
3.209691e+00 4.481266e-05 5.666580e-01 8.637393e-01
3.203809e+00 4.485008e-05 5.918150e-01 8.632048e-01
3.213667e+00 4.576728e-05 5.889720e-01 8.638269e-01
3.198267e+00 4.421765e-05 6.194110e-01 8.639231e-01
3.208738e+00 4.672149e-05 5.979760e-01 8.636564e-01
3.212293e+00 4.446219e-05 5.849710e-01 8.633239e-01
3.195913e+00 4.338920e-05 6.108490e-01 8.636773e-01
3.201397e+00 5.070531e-05 5.842650e-01 8.638060e-01
3.206366e+00 1.121875e-04 6.140830e-01 8.639870e-01
3.200189e+00 6.262634e-05 6.037050e-01 8.637355e-01
3.194073e+00 4.435213e-05 5.957240e-01 8.635468e-01
3.189504e+00 4.355684e-05 6.128590e-01 8.639089e-01
3.195355e+00 4.449920e-05 5.707540e-01 8.640870e-01
3.191681e+00 4.532819e-05 5.713170e-01 8.631981e-01
3.193068e+00 4.429400e-05 5.790700e-01 8.639136e-01
3.200791e+00 4.505505e-05 5.766390e-01 8.639203e-01
3.198320e+00 4.456307e-05 5.863020e-01 8.640346e-01
3.201275e+00 4.894933e-05 5.756980e-01 8.642071e-01
3.192665e+00 4.504081e-05 5.804320e-01 8.633210e-01
3.199825e+00 4.431735e-05 5.864240e-01 8.645748e-01
3.199134e+00 4.876652e-05 6.048390e-01 8.643462e-01
3.209295e+00 4.883293e-05 5.952030e-01 8.645758e-01
3.191648e+00 4.463765e-05 5.771040e-01 8.637145e-01
3.191919e+00 4.512213e-05 6.061670e-01 8.632905e-01
3.193126e+00 4.373770e-05 5.945790e-01 8.637307e-01
3.190935e+00 4.406097e-05 5.962610e-01 8.641223e-01
3.196306e+00 4.510209e-05 5.907410e-01 8.640613e-01
3.195299e+00 4.735472e-05 5.819580e-01 8.645939e-01
3.203382e+00 1.910142e-04 5.735080e-01 8.641823e-01
3.202905e+00 5.087389e-05 6.322080e-01 8.644329e-01
3.184131e+00 4.883842e-05 5.887750e-01 8.640985e-01
3.189711e+00 4.410162e-05 5.786510e-01 8.649378e-01
3.192446e+00 5.732211e-05 5.739730e-01 8.638993e-01
3.195739e+00 4.390717e-05 5.730440e-01 8.643671e-01
3.191993e+00 4.896421e-05 5.807450e-01 8.649426e-01
3.190739e+00 4.675466e-05 5.619380e-01 8.638136e-01
3.189014e+00 4.411476e-05 5.977520e-01 8.639384e-01
3.177174e+00 4.345463e-05 5.890790e-01 8.647606e-01
3.188969e+00 4.680177e-05 6.081710e-01 8.642261e-01
3.178761e+00 4.354693e-05 6.104180e-01 8.643738e-01
3.188544e+00 4.468791e-05 5.915710e-01 8.649626e-01
3.187240e+00 4.835450e-05 6.130600e-01 8.643081e-01
3.185571e+00 5.527621e-05 6.143290e-01 8.651665e-01
3.200179e+00 1.012269e-04 5.909530e-01 8.661355e-01
3.178194e+00 4.353107e-05 5.854290e-01 8.653723e-01
3.190027e+00 4.326993e-05 5.888520e-01 8.656781e-01
3.182372e+00 4.336996e-05 6.019920e-01 8.646787e-01
3.185133e+00 4.501975e-05 5.985330e-01 8.648283e-01
3.182049e+00 4.513030e-05 5.771490e-01 8.650579e-01
3.184389e+00 4.324839e-05 5.787940e-01 8.643214e-01
3.181547e+00 4.358202e-05 5.663860e-01 8.645577e-01
3.188568e+00 4.450154e-05 5.671610e-01 8.651970e-01
3.179458e+00 4.353261e-05 5.807250e-01 8.642623e-01
3.176286e+00 4.307329e-05 5.982410e-01 8.651684e-01
3.187186e+00 6.080630e-05 6.042130e-01 8.651274e-01
3.188611e+00 4.940352e-05 6.004420e-01 8.647254e-01
