# dim  N   mc   dt  Impsamp 
# 1    1 1049576 0.1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
5.009719e-01 2.575399e-10 4.913040e-01 9.719534e-01
5.007076e-01 1.786484e-10 4.532980e-01 9.721964e-01
5.004521e-01 1.252795e-10 4.856700e-01 9.718591e-01
5.002832e-01 8.987921e-11 4.510730e-01 9.720287e-01
5.002039e-01 6.219473e-11 4.446100e-01 9.719191e-01
5.001315e-01 4.365108e-11 4.688660e-01 9.717829e-01
5.000985e-01 3.054191e-11 4.523210e-01 9.718982e-01
5.000659e-01 2.159598e-11 4.533830e-01 9.721973e-01
5.000693e-01 1.513140e-11 4.840100e-01 9.718039e-01
5.000102e-01 1.060813e-11 4.719170e-01 9.719439e-01
5.000185e-01 7.534272e-12 4.548080e-01 9.719039e-01
4.999987e-01 5.349787e-12 4.905420e-01 9.719287e-01
4.999939e-01 3.819545e-12 4.373090e-01 9.721392e-01
4.999972e-01 2.751388e-12 4.756370e-01 9.721888e-01
4.999913e-01 1.987060e-12 4.662410e-01 9.717581e-01
4.999915e-01 1.465765e-12 4.568690e-01 9.719468e-01
4.999881e-01 1.110124e-12 4.758300e-01 9.720802e-01
4.999843e-01 8.460260e-13 4.834350e-01 9.717457e-01
4.999891e-01 6.668203e-13 4.619700e-01 9.717610e-01
4.999850e-01 5.438784e-13 4.679980e-01 9.720468e-01
4.999832e-01 4.551706e-13 4.545550e-01 9.718963e-01
4.999861e-01 3.942701e-13 4.912480e-01 9.717353e-01
4.999826e-01 3.519001e-13 4.448300e-01 9.721164e-01
4.999810e-01 3.207287e-13 4.505200e-01 9.717515e-01
4.999821e-01 3.001770e-13 4.616780e-01 9.719191e-01
4.999825e-01 2.847043e-13 4.607720e-01 9.719782e-01
4.999832e-01 2.744864e-13 4.600360e-01 9.721497e-01
4.999825e-01 2.673573e-13 4.841600e-01 9.719506e-01
4.999812e-01 2.622293e-13 4.619440e-01 9.722345e-01
4.999829e-01 2.586819e-13 4.688790e-01 9.715933e-01
4.999816e-01 2.560802e-13 4.966220e-01 9.721707e-01
4.999819e-01 2.543718e-13 4.679960e-01 9.722259e-01
4.999819e-01 2.531485e-13 4.613150e-01 9.721002e-01
4.999818e-01 2.522842e-13 4.690700e-01 9.716657e-01
4.999817e-01 2.516896e-13 4.375690e-01 9.719839e-01
4.999817e-01 2.512811e-13 4.646370e-01 9.721211e-01
4.999815e-01 2.509778e-13 4.641380e-01 9.721011e-01
4.999816e-01 2.507793e-13 4.741620e-01 9.718391e-01
4.999816e-01 2.506311e-13 4.551870e-01 9.719487e-01
4.999815e-01 2.505288e-13 4.737470e-01 9.721468e-01
4.999817e-01 2.504619e-13 4.588030e-01 9.716800e-01
4.999816e-01 2.504100e-13 4.701300e-01 9.721125e-01
4.999816e-01 2.503754e-13 4.499120e-01 9.719830e-01
4.999816e-01 2.503505e-13 4.521560e-01 9.719029e-01
4.999816e-01 2.503328e-13 4.530400e-01 9.719115e-01
4.999816e-01 2.503218e-13 4.414840e-01 9.721564e-01
4.999816e-01 2.503123e-13 4.479670e-01 9.721478e-01
4.999815e-01 2.503066e-13 4.523570e-01 9.718972e-01
4.999816e-01 2.503033e-13 4.636530e-01 9.718115e-01
4.999815e-01 2.503007e-13 4.513830e-01 9.720411e-01
4.999815e-01 2.502975e-13 4.606840e-01 9.722755e-01
4.999815e-01 2.502959e-13 4.764270e-01 9.718906e-01
4.999816e-01 2.502971e-13 4.491590e-01 9.718715e-01
4.999815e-01 2.502940e-13 4.605560e-01 9.718810e-01
4.999815e-01 2.502929e-13 4.756720e-01 9.719992e-01
4.999815e-01 2.502928e-13 4.609810e-01 9.716876e-01
4.999816e-01 2.502941e-13 4.898640e-01 9.722021e-01
4.999815e-01 2.502928e-13 4.520330e-01 9.717781e-01
4.999816e-01 2.502957e-13 4.374100e-01 9.720811e-01
4.999815e-01 2.502939e-13 4.558510e-01 9.720525e-01
4.999816e-01 2.502946e-13 4.820930e-01 9.719353e-01
4.999815e-01 2.502931e-13 4.344230e-01 9.719496e-01
4.999816e-01 2.502948e-13 4.661610e-01 9.718934e-01
4.999815e-01 2.502927e-13 4.696310e-01 9.721583e-01
4.999815e-01 2.502930e-13 4.538430e-01 9.719515e-01
4.999815e-01 2.502914e-13 4.693940e-01 9.724451e-01
4.999815e-01 2.502936e-13 4.738070e-01 9.717705e-01
4.999816e-01 2.502932e-13 4.693490e-01 9.719010e-01
4.999816e-01 2.502955e-13 4.778640e-01 9.724317e-01
4.999816e-01 2.502936e-13 4.748520e-01 9.716609e-01
4.999816e-01 2.502930e-13 4.576590e-01 9.721116e-01
4.999816e-01 2.502934e-13 4.746690e-01 9.720544e-01
4.999815e-01 2.502924e-13 4.465810e-01 9.720316e-01
4.999816e-01 2.502939e-13 4.693880e-01 9.722297e-01
4.999816e-01 2.502937e-13 4.611120e-01 9.719096e-01
