# dim  N   mc   dt  Impsamp 
# 1    1 1049576 0.1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
5.125260e-01 5.661530e-09 6.447050e-01 9.727166e-01
5.117199e-01 5.573299e-09 6.449540e-01 9.725832e-01
5.107494e-01 5.465006e-09 6.237060e-01 9.727204e-01
5.109989e-01 5.455296e-09 6.400990e-01 9.723898e-01
5.108450e-01 5.359999e-09 6.235790e-01 9.726032e-01
5.105178e-01 5.277407e-09 6.244770e-01 9.728281e-01
5.105609e-01 5.231118e-09 6.301550e-01 9.727728e-01
5.104891e-01 5.134856e-09 6.230510e-01 9.725537e-01
5.099178e-01 5.139983e-09 6.256210e-01 9.727071e-01
5.096290e-01 5.066904e-09 6.296700e-01 9.725060e-01
5.098298e-01 4.959981e-09 6.315490e-01 9.727966e-01
5.094004e-01 4.909453e-09 6.241050e-01 9.728043e-01
5.097842e-01 4.843533e-09 6.225950e-01 9.726785e-01
5.087597e-01 4.774347e-09 6.227100e-01 9.726118e-01
5.096564e-01 4.729258e-09 6.313360e-01 9.725203e-01
5.096067e-01 4.690700e-09 6.229730e-01 9.726985e-01
5.087423e-01 4.613545e-09 6.357790e-01 9.725946e-01
5.085133e-01 4.586528e-09 6.310810e-01 9.724241e-01
5.091130e-01 4.495616e-09 6.292320e-01 9.727652e-01
5.082671e-01 4.444656e-09 6.357640e-01 9.727147e-01
5.081279e-01 4.367648e-09 6.256250e-01 9.725327e-01
5.080928e-01 4.308561e-09 6.309890e-01 9.727147e-01
5.078803e-01 4.288545e-09 6.229780e-01 9.727766e-01
5.072631e-01 4.202534e-09 6.300460e-01 9.726480e-01
5.076252e-01 4.186449e-09 6.443110e-01 9.725699e-01
5.078223e-01 4.135936e-09 6.229600e-01 9.725432e-01
5.074652e-01 4.044019e-09 6.363390e-01 9.726490e-01
5.074359e-01 4.025511e-09 6.330340e-01 9.724365e-01
5.071629e-01 3.944667e-09 6.307600e-01 9.724994e-01
5.068266e-01 3.948674e-09 6.362050e-01 9.722879e-01
5.069131e-01 3.905899e-09 6.298130e-01 9.727538e-01
5.070315e-01 3.860918e-09 6.252110e-01 9.727166e-01
5.063618e-01 3.797731e-09 6.232570e-01 9.724756e-01
5.066552e-01 3.722428e-09 6.263850e-01 9.726013e-01
5.065690e-01 3.685681e-09 6.256620e-01 9.723422e-01
5.059048e-01 3.636668e-09 6.295210e-01 9.726004e-01
5.064610e-01 3.605922e-09 6.304730e-01 9.726470e-01
5.057033e-01 3.569530e-09 6.233020e-01 9.726556e-01
5.056439e-01 3.495154e-09 6.237420e-01 9.730081e-01
5.058564e-01 3.474392e-09 6.365050e-01 9.726432e-01
5.053914e-01 3.430724e-09 6.261520e-01 9.725899e-01
5.052365e-01 3.392045e-09 6.234000e-01 9.724289e-01
5.052942e-01 3.344540e-09 6.344880e-01 9.722869e-01
5.049932e-01 3.311776e-09 6.299590e-01 9.724155e-01
5.052257e-01 3.285328e-09 6.236930e-01 9.724917e-01
5.045609e-01 3.229898e-09 6.750100e-01 9.726995e-01
5.047845e-01 3.197772e-09 6.237200e-01 9.724527e-01
5.051350e-01 3.166955e-09 6.233330e-01 9.723126e-01
5.047004e-01 3.126087e-09 6.240570e-01 9.726070e-01
5.044650e-01 3.049556e-09 6.348030e-01 9.725499e-01
5.041522e-01 3.031777e-09 6.344070e-01 9.727185e-01
5.040676e-01 3.015183e-09 6.301530e-01 9.725165e-01
5.046525e-01 2.981867e-09 6.228900e-01 9.726394e-01
5.038960e-01 2.917051e-09 6.255600e-01 9.724193e-01
