# dim  N   mc   rho  Brute 
# 1    1 500000 1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
9.279890e-01 1.004655e-06 3.455020e-01 8.681600e-01
9.372045e-01 9.727540e-07 3.460320e-01 8.686420e-01
9.206008e-01 9.190289e-07 3.531540e-01 8.681000e-01
8.933616e-01 8.931657e-07 3.260090e-01 8.692400e-01
8.911329e-01 8.811563e-07 4.221860e-01 8.672960e-01
8.636125e-01 8.253805e-07 3.801870e-01 8.679000e-01
8.603567e-01 8.118601e-07 4.362620e-01 8.675480e-01
8.605531e-01 7.858725e-07 3.863050e-01 8.665560e-01
8.319366e-01 7.567001e-07 3.962110e-01 8.667180e-01
8.309091e-01 7.304547e-07 4.278310e-01 8.661080e-01
8.217866e-01 7.133929e-07 4.585560e-01 8.663820e-01
8.163789e-01 6.815456e-07 3.502450e-01 8.660180e-01
7.959653e-01 6.532824e-07 3.310150e-01 8.667020e-01
7.969303e-01 6.442115e-07 3.670930e-01 8.659520e-01
7.854546e-01 6.163627e-07 3.858220e-01 8.652640e-01
7.858895e-01 6.195916e-07 4.805490e-01 8.656900e-01
7.714896e-01 5.982083e-07 4.611330e-01 8.651840e-01
7.720058e-01 5.706095e-07 4.851550e-01 8.672320e-01
7.578231e-01 5.649388e-07 5.814370e-01 8.647320e-01
7.504522e-01 5.440155e-07 4.406390e-01 8.654760e-01
7.479212e-01 5.330300e-07 5.580240e-01 8.647000e-01
7.451964e-01 5.186798e-07 4.575690e-01 8.641440e-01
7.471626e-01 5.129137e-07 4.565180e-01 8.645720e-01
7.361046e-01 5.000876e-07 4.938490e-01 8.640660e-01
7.300250e-01 4.868188e-07 4.797020e-01 8.637620e-01
7.238188e-01 4.762218e-07 3.159650e-01 8.636220e-01
7.193026e-01 4.613038e-07 3.638150e-01 8.641760e-01
7.166671e-01 4.504611e-07 3.389500e-01 8.645140e-01
7.102876e-01 4.458884e-07 3.154630e-01 8.630760e-01
7.075272e-01 4.334064e-07 3.594240e-01 8.633000e-01
6.986474e-01 4.220247e-07 3.144180e-01 8.642280e-01
6.946979e-01 4.088696e-07 3.302200e-01 8.637060e-01
6.874679e-01 3.962739e-07 3.574900e-01 8.641100e-01
6.931471e-01 3.935449e-07 3.122670e-01 8.640460e-01
6.792379e-01 3.834120e-07 3.266020e-01 8.635520e-01
6.797744e-01 3.736610e-07 3.265240e-01 8.628900e-01
6.694306e-01 3.680399e-07 3.487820e-01 8.628840e-01
6.668443e-01 3.587404e-07 3.269520e-01 8.635800e-01
6.661569e-01 3.542116e-07 3.565470e-01 8.636340e-01
6.663546e-01 3.432819e-07 3.362250e-01 8.624900e-01
6.583369e-01 3.354389e-07 3.360460e-01 8.631440e-01
6.636216e-01 3.325760e-07 3.403290e-01 8.615300e-01
6.518514e-01 3.272667e-07 3.593700e-01 8.617920e-01
6.517325e-01 3.189218e-07 3.730060e-01 8.620300e-01
6.514831e-01 3.103201e-07 3.233990e-01 8.627080e-01
6.456191e-01 3.069165e-07 3.304500e-01 8.629060e-01
6.425737e-01 3.039912e-07 3.250970e-01 8.614100e-01
6.478390e-01 2.974873e-07 3.910710e-01 8.624620e-01
6.418316e-01 2.941095e-07 3.644040e-01 8.616540e-01
6.395359e-01 2.790850e-07 4.029000e-01 8.633080e-01
6.359384e-01 2.761930e-07 4.241450e-01 8.626600e-01
6.298112e-01 2.731656e-07 3.417860e-01 8.627700e-01
6.293436e-01 2.692715e-07 3.188020e-01 8.625000e-01
6.305120e-01 2.627912e-07 3.684480e-01 8.621820e-01
6.239381e-01 2.562260e-07 3.235630e-01 8.627800e-01
6.191047e-01 2.539240e-07 3.363200e-01 8.619980e-01
6.214278e-01 2.489161e-07 3.276760e-01 8.616560e-01
6.160857e-01 2.434254e-07 3.357300e-01 8.617580e-01
6.214979e-01 2.425403e-07 3.201630e-01 8.613380e-01
6.132870e-01 2.348155e-07 3.724780e-01 8.621440e-01
6.131849e-01 2.312392e-07 4.877270e-01 8.625440e-01
6.071417e-01 2.250830e-07 4.012370e-01 8.627420e-01
6.091733e-01 2.232908e-07 3.653220e-01 8.619460e-01
6.052756e-01 2.203038e-07 3.446750e-01 8.618180e-01
6.053720e-01 2.169414e-07 4.024820e-01 8.611300e-01
6.021592e-01 2.094491e-07 3.267340e-01 8.621480e-01
6.041328e-01 2.121751e-07 3.380530e-01 8.622600e-01
5.963843e-01 2.073268e-07 3.156550e-01 8.614560e-01
5.993451e-01 2.028499e-07 3.638080e-01 8.620660e-01
6.046425e-01 2.029254e-07 3.281690e-01 8.610020e-01
5.963272e-01 1.938784e-07 3.571070e-01 8.615840e-01
5.967889e-01 1.904876e-07 3.315970e-01 8.621440e-01
5.935235e-01 1.939345e-07 3.281270e-01 8.604660e-01
5.910143e-01 1.867161e-07 3.375650e-01 8.608620e-01
5.911408e-01 1.832766e-07 3.166910e-01 8.614840e-01
5.895890e-01 1.807752e-07 3.342120e-01 8.619280e-01
5.882085e-01 1.773819e-07 3.386520e-01 8.609780e-01
5.846097e-01 1.752043e-07 3.139520e-01 8.621100e-01
5.850420e-01 1.733414e-07 3.281300e-01 8.619840e-01
5.817659e-01 1.690584e-07 3.017930e-01 8.614000e-01
5.846559e-01 1.646762e-07 3.072100e-01 8.608960e-01
5.796810e-01 1.630254e-07 3.360500e-01 8.612620e-01
5.817773e-01 1.609002e-07 3.399780e-01 8.620220e-01
5.772625e-01 1.621914e-07 3.171280e-01 8.598880e-01
5.760330e-01 1.562719e-07 3.279930e-01 8.611620e-01
5.778466e-01 1.531352e-07 3.102520e-01 8.608260e-01
5.791919e-01 1.516674e-07 3.192970e-01 8.617860e-01
5.757663e-01 1.501125e-07 3.109620e-01 8.606300e-01
5.747144e-01 1.470831e-07 3.107590e-01 8.617320e-01
5.725248e-01 1.446134e-07 3.447880e-01 8.616500e-01
5.689886e-01 1.420250e-07 3.282870e-01 8.610780e-01
5.677712e-01 1.440840e-07 3.074540e-01 8.598020e-01
5.695409e-01 1.397908e-07 3.209970e-01 8.608920e-01
5.685852e-01 1.378102e-07 3.164430e-01 8.611100e-01
5.669419e-01 1.342777e-07 3.216140e-01 8.614200e-01
5.644488e-01 1.324730e-07 3.168600e-01 8.603480e-01
5.645478e-01 1.319459e-07 3.092200e-01 8.606680e-01
5.629991e-01 1.266847e-07 3.130860e-01 8.628220e-01
5.638987e-01 1.253781e-07 3.238030e-01 8.618760e-01
5.630143e-01 1.256159e-07 3.227990e-01 8.608420e-01
5.629885e-01 1.232790e-07 3.139860e-01 8.607640e-01
5.619481e-01 1.218829e-07 3.267300e-01 8.613900e-01
5.568488e-01 1.196405e-07 3.316820e-01 8.608360e-01
5.598330e-01 1.175501e-07 3.128370e-01 8.610780e-01
5.564510e-01 1.156760e-07 3.211540e-01 8.605220e-01
5.573525e-01 1.150221e-07 3.183700e-01 8.605760e-01
5.583505e-01 1.127659e-07 3.201480e-01 8.612040e-01
5.532421e-01 1.107847e-07 3.115990e-01 8.610660e-01
5.569437e-01 1.092748e-07 3.162450e-01 8.607140e-01
5.531955e-01 1.090641e-07 3.233190e-01 8.605700e-01
5.520180e-01 1.081487e-07 3.802990e-01 8.602360e-01
5.521945e-01 1.043565e-07 3.430700e-01 8.612060e-01
5.526830e-01 1.045561e-07 3.259310e-01 8.600980e-01
