# dim  N   mc   sigma  Gibbs 
# 1    1 50000 1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time
-nan -nan 2.366700e-02 
-nan -nan 2.058900e-02 
-nan -nan 1.886200e-02 
-nan -nan 2.015000e-02 
-nan -nan 2.050200e-02 
-nan -nan 1.878400e-02 
-nan -nan 2.024500e-02 
-nan -nan 1.846300e-02 
-nan -nan 2.010800e-02 
-nan -nan 1.837300e-02 
-nan -nan 2.947400e-02 
-nan -nan 2.881100e-02 
-nan -nan 2.252400e-02 
-nan -nan 1.842500e-02 
-nan -nan 2.712600e-02 
-nan -nan 2.140600e-02 
-nan -nan 1.936100e-02 
-nan -nan 1.946700e-02 
-nan -nan 1.972700e-02 
-nan -nan 1.984200e-02 
-nan -nan 2.039600e-02 
-nan -nan 1.840400e-02 
-nan -nan 2.005700e-02 
-nan -nan 1.845800e-02 
-nan -nan 1.993600e-02 
-nan -nan 2.009100e-02 
-nan -nan 1.845700e-02 
-nan -nan 1.997300e-02 
-nan -nan 1.855300e-02 
-nan -nan 2.008500e-02 
-nan -nan 1.860000e-02 
-nan -nan 1.869400e-02 
-nan -nan 1.843900e-02 
-nan -nan 1.870400e-02 
-nan -nan 1.882900e-02 
-nan -nan 1.865900e-02 
-nan -nan 1.872300e-02 
-nan -nan 1.855900e-02 
-nan -nan 1.892600e-02 
-nan -nan 1.840900e-02 
-nan -nan 2.040300e-02 
-nan -nan 1.991100e-02 
-nan -nan 1.954000e-02 
-nan -nan 2.030100e-02 
-nan -nan 1.851700e-02 
-nan -nan 2.026300e-02 
-nan -nan 1.835800e-02 
-nan -nan 2.053700e-02 
-nan -nan 1.837500e-02 
-nan -nan 2.023500e-02 
-nan -nan 1.986500e-02 
-nan -nan 1.881800e-02 
-nan -nan 2.019400e-02 
-nan -nan 1.841200e-02 
-nan -nan 2.043100e-02 
-nan -nan 1.831000e-02 
-nan -nan 2.029900e-02 
-nan -nan 1.832000e-02 
-nan -nan 1.863300e-02 
-nan -nan 1.831800e-02 
-nan -nan 1.869600e-02 
-nan -nan 1.852700e-02 
-nan -nan 1.850700e-02 
-nan -nan 1.865000e-02 
-nan -nan 1.842800e-02 
