# dim  N   mc   sigma  Gibbs 
# 2    2 300000 0.7
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time
3.748028e+00 2.469809e-05 1.901233e+00 
3.748517e+00 8.843384e-05 1.872896e+00 
3.755952e+00 3.246300e-05 1.915928e+00 
3.748255e+00 1.807953e-05 1.911256e+00 
3.746471e+00 3.154291e-05 1.917986e+00 
3.771718e+00 8.046278e-05 1.947372e+00 
3.745535e+00 1.533661e-05 1.972750e+00 
3.763464e+00 7.368478e-05 1.950270e+00 
3.749867e+00 1.914395e-05 1.953548e+00 
3.772872e+00 2.160750e-05 1.943543e+00 
3.767473e+00 2.062099e-05 1.914192e+00 
3.754284e+00 2.095093e-05 1.950498e+00 
3.765826e+00 2.826029e-05 1.931661e+00 
3.762299e+00 2.173741e-05 1.954104e+00 
3.771343e+00 1.712662e-05 1.825592e+00 
3.780911e+00 4.250768e-05 1.893935e+00 
3.767220e+00 2.352261e-05 1.903077e+00 
3.777592e+00 2.106015e-05 1.891687e+00 
3.776810e+00 3.158087e-05 1.938635e+00 
3.772622e+00 2.335198e-05 1.873095e+00 
3.772945e+00 2.547901e-05 1.889430e+00 
3.777163e+00 1.788181e-05 1.902912e+00 
3.782621e+00 2.393422e-05 1.935337e+00 
3.778100e+00 2.630321e-05 1.854644e+00 
3.780428e+00 4.977171e-05 1.865081e+00 
3.782321e+00 2.440006e-05 1.846783e+00 
3.776754e+00 1.927007e-05 1.849078e+00 
3.780766e+00 2.092740e-05 1.883000e+00 
3.778106e+00 1.869007e-05 1.865387e+00 
3.779961e+00 6.053242e-05 1.924664e+00 
3.788001e+00 3.385008e-05 1.847764e+00 
3.785897e+00 2.412701e-05 1.888672e+00 
3.792571e+00 2.906997e-05 1.849531e+00 
3.781737e+00 1.590235e-05 1.828351e+00 
3.786418e+00 2.406757e-05 1.846275e+00 
3.791084e+00 2.807704e-05 1.874335e+00 
3.792356e+00 2.419534e-05 1.886942e+00 
3.801367e+00 2.467407e-05 1.842286e+00 
3.803015e+00 2.868863e-05 1.837930e+00 
3.794712e+00 1.639419e-05 1.882914e+00 
3.795051e+00 2.184748e-05 1.830234e+00 
3.793418e+00 1.904146e-05 1.901590e+00 
3.810769e+00 4.852552e-05 1.846811e+00 
3.804384e+00 2.639268e-05 1.857985e+00 
3.799632e+00 1.994320e-05 1.846385e+00 
3.781494e+00 1.608788e-05 1.863296e+00 
3.802081e+00 2.448307e-05 1.867331e+00 
3.787683e+00 1.722283e-05 1.888500e+00 
3.799899e+00 2.094600e-05 1.878641e+00 
3.805052e+00 2.674272e-05 1.877432e+00 
3.793535e+00 2.088606e-05 1.869886e+00 
3.801309e+00 3.098663e-05 1.931444e+00 
3.792117e+00 2.616513e-05 1.885085e+00 
3.804403e+00 2.228026e-05 1.872945e+00 
3.809280e+00 3.547412e-05 1.934168e+00 
3.816713e+00 2.822796e-05 1.883155e+00 
3.800905e+00 2.120932e-05 1.854050e+00 
3.800481e+00 1.741794e-05 1.876108e+00 
3.800657e+00 2.243511e-05 1.866838e+00 
3.798305e+00 1.736916e-05 1.864348e+00 
3.807196e+00 1.966590e-05 1.883397e+00 
3.807245e+00 2.385364e-05 1.857791e+00 
3.804925e+00 1.801263e-05 1.849887e+00 
3.813741e+00 2.014117e-05 1.864237e+00 
3.806809e+00 1.895092e-05 1.900695e+00 
3.812507e+00 2.308907e-05 1.846643e+00 
3.808825e+00 2.119314e-05 1.876605e+00 
3.809151e+00 1.919920e-05 1.821387e+00 
3.812877e+00 3.845191e-05 1.852603e+00 
3.814429e+00 2.867917e-05 1.869723e+00 
3.855640e+00 3.410718e-04 1.887633e+00 
3.806066e+00 1.895812e-05 1.884900e+00 
3.820199e+00 2.089109e-05 1.867777e+00 
3.821836e+00 1.294158e-04 1.866865e+00 
3.819985e+00 2.716459e-05 1.829198e+00 
3.803229e+00 1.565828e-05 1.866872e+00 
3.806633e+00 1.638898e-05 1.770553e+00 
3.823579e+00 4.699666e-05 1.840836e+00 
3.813468e+00 2.099050e-05 1.825047e+00 
3.822290e+00 2.330471e-05 1.831723e+00 
3.797976e+00 1.512033e-05 1.823331e+00 
3.823466e+00 7.933559e-05 1.838609e+00 
3.808487e+00 1.816761e-05 1.853405e+00 
3.818563e+00 2.954809e-05 1.802567e+00 
3.821659e+00 3.120768e-05 1.845581e+00 
3.802405e+00 1.556868e-05 1.831960e+00 
3.816729e+00 3.323547e-05 1.866464e+00 
3.814817e+00 2.500794e-05 1.885720e+00 
3.802209e+00 1.922435e-05 1.879047e+00 
3.804232e+00 1.782284e-05 1.864120e+00 
3.806040e+00 1.615095e-05 1.842373e+00 
3.810567e+00 2.208939e-05 1.909880e+00 
3.806874e+00 1.972073e-05 1.878489e+00 
3.813475e+00 1.543599e-05 1.898996e+00 
3.818643e+00 2.520422e-05 1.872654e+00 
3.814520e+00 2.242882e-05 1.854058e+00 
3.818822e+00 2.102207e-05 1.879086e+00 
3.824594e+00 6.234769e-05 1.874078e+00 
3.808959e+00 2.126198e-05 1.883905e+00 
3.811925e+00 2.588387e-05 1.856142e+00 
3.815759e+00 5.481740e-05 1.897783e+00 
3.810562e+00 2.549824e-05 1.861198e+00 
3.831871e+00 3.551783e-05 1.858733e+00 
3.804994e+00 1.605601e-05 1.880645e+00 
3.821287e+00 4.460462e-05 1.870505e+00 
3.817460e+00 1.981700e-05 1.901256e+00 
3.816570e+00 2.533136e-05 1.880000e+00 
3.807693e+00 1.901665e-05 1.879002e+00 
3.804447e+00 1.700832e-05 1.849225e+00 
3.820376e+00 2.916060e-05 1.858794e+00 
3.810941e+00 3.134152e-05 1.863834e+00 
